  
       XFOIL         Version 6.97
  
 Calculated polar for: 001386                                          
  
 1 1 Reynolds number fixed          Mach number fixed         
  
 xtrf =   1.000 (top)        1.000 (bottom)  
 Mach =   0.040     Re =     0.300 e 6     Ncrit =   9.000
  
   alpha    CL        CD       CDp       CM     Top_Xtr  Bot_Xtr
  ------ -------- --------- --------- -------- -------- --------
   2.500   0.9526   0.03326   0.02650  -0.1875   0.5335   0.1422
   3.000   0.9999   0.02856   0.02131  -0.1883   0.5305   0.1410
   3.500   1.0286   0.02497   0.01716  -0.1847   0.5271   0.1500
   4.000   1.0670   0.02391   0.01578  -0.1817   0.5197   0.1560
   4.500   1.0832   0.02361   0.01538  -0.1747   0.5101   0.1597
   5.000   1.1154   0.02355   0.01525  -0.1707   0.5000   0.1638
   5.500   1.1130   0.02410   0.01576  -0.1612   0.4885   0.1686
   6.000   1.1135   0.02511   0.01678  -0.1529   0.4720   0.1715
   6.500   1.0909   0.02808   0.01974  -0.1427   0.4397   0.1736
   8.500   0.8639   0.06348   0.05430  -0.1063   0.1827   0.1765
   9.000   0.8115   0.07429   0.06491  -0.1006   0.0498   0.1770
   9.500   0.8134   0.07983   0.07045  -0.0980   0.0355   0.1816
  10.000   0.8184   0.08507   0.07591  -0.0958   0.0303   0.1849
  10.500   0.8229   0.09050   0.08150  -0.0937   0.0274   0.1883
  11.000   0.8205   0.09683   0.08793  -0.0915   0.0253   0.1926
  11.500   0.8169   0.10341   0.09469  -0.0895   0.0249   0.1965
  12.000   0.8193   0.10928   0.10068  -0.0878   0.0241   0.2004
  12.500   0.8266   0.11459   0.10603  -0.0862   0.0229   0.2060
  13.000   0.8357   0.11951   0.11106  -0.0849   0.0218   0.2100
  13.500   0.8494   0.12368   0.11527  -0.0834   0.0218   0.2163
  14.000   0.8710   0.12663   0.11828  -0.0821   0.0223   0.2232
  14.500   0.9026   0.12780   0.11939  -0.0804   0.0229   0.2320
  15.000   0.9506   0.12587   0.11737  -0.0780   0.0240   0.2436
