  
       XFOIL         Version 6.97
  
 Calculated polar for: 000039                                          
  
 1 1 Reynolds number fixed          Mach number fixed         
  
 xtrf =   1.000 (top)        1.000 (bottom)  
 Mach =   0.100     Re =     0.300 e 6     Ncrit =   9.000
  
   alpha    CL        CD       CDp       CM     Top_Xtr  Bot_Xtr
  ------ -------- --------- --------- -------- -------- --------
   3.000   1.2100   0.01825   0.00976  -0.1378   0.4949   0.0214
   3.500   1.2537   0.01858   0.00988  -0.1360   0.4853   0.0298
   4.000   1.2911   0.01777   0.01084  -0.1339   0.4744   1.0001
   4.500   1.3278   0.01855   0.01142  -0.1315   0.4645   1.0001
   5.000   1.3634   0.01937   0.01209  -0.1292   0.4547   1.0001
   5.500   1.3920   0.02042   0.01311  -0.1260   0.4443   1.0001
   6.000   1.4282   0.02137   0.01394  -0.1240   0.4351   1.0001
   6.500   1.4551   0.02260   0.01517  -0.1210   0.4249   1.0001
   7.000   1.4832   0.02390   0.01643  -0.1182   0.4156   1.0001
   7.500   1.5184   0.02500   0.01740  -0.1165   0.4069   1.0001
   8.000   1.5327   0.02696   0.01944  -0.1124   0.3956   1.0001
   8.500   1.4956   0.03197   0.02429  -0.1036   0.3575   1.0001
   9.000   1.5870   0.03020   0.02271  -0.1080   0.3792   1.0001
   9.500   1.6103   0.03214   0.02468  -0.1056   0.3706   1.0001
  10.000   1.5638   0.03882   0.03125  -0.0977   0.3346   1.0001
  10.500   1.6468   0.03682   0.02948  -0.1004   0.3526   1.0001
  11.000   1.5873   0.04559   0.03808  -0.0931   0.3122   1.0001
  11.500   1.6189   0.04731   0.03996  -0.0923   0.3124   1.0001
  13.000   1.6405   0.05973   0.05261  -0.0869   0.2824   1.0001
  14.500   1.6473   0.07441   0.06760  -0.0827   0.2551   1.0001
