000002
 1.000000    -0.000000
 0.975000    0.029208
 0.950000    0.056861
 0.925000    0.083003
 0.900001    0.107673
 0.875003    0.130905
 0.850006    0.152733
 0.825013    0.173187
 0.800026    0.192293
 0.775047    0.210077
 0.750080    0.226560
 0.725129    0.241763
 0.700199    0.255704
 0.675297    0.268400
 0.650430    0.279866
 0.625608    0.290115
 0.600839    0.299160
 0.576136    0.307012
 0.551512    0.313683
 0.526981    0.319182
 0.502560    0.323520
 0.478267    0.326706
 0.454123    0.328749
 0.430149    0.329660
 0.406370    0.329448
 0.382813    0.328125
 0.359505    0.325702
 0.336479    0.322192
 0.313768    0.317608
 0.291409    0.311965
 0.269440    0.305280
 0.247903    0.297571
 0.226844    0.288859
 0.206308    0.279165
 0.186348    0.268515
 0.167017    0.256935
 0.148373    0.244455
 0.130475    0.231109
 0.113388    0.216931
 0.097179    0.201960
 0.081920    0.186240
 0.067685    0.169816
 0.054553    0.152739
 0.042607    0.135061
 0.031933    0.116843
 0.022623    0.098145
 0.014770    0.079036
 0.008476    0.059587
 0.003843    0.039876
 0.000980    0.019984
 0.000000    0.000000
 0.000980    -0.011595
 0.003843    -0.021353
 0.008476    -0.029438
 0.014770    -0.036004
 0.022623    -0.041194
 0.031933    -0.045141
 0.042607    -0.047969
 0.054553    -0.049794
 0.067685    -0.050721
 0.081920    -0.050850
 0.097179    -0.050270
 0.113388    -0.049066
 0.130475    -0.047313
 0.148373    -0.045083
 0.167017    -0.042439
 0.186348    -0.039440
 0.206308    -0.036140
 0.226844    -0.032588
 0.247903    -0.028829
 0.269440    -0.024904
 0.291409    -0.020850
 0.313768    -0.016703
 0.336479    -0.012496
 0.359505    -0.008257
 0.382813    -0.004017
 0.406370    0.000198
 0.430149    0.004360
 0.454123    0.008443
 0.478267    0.012421
 0.502560    0.016266
 0.526981    0.019949
 0.551512    0.023442
 0.576136    0.026713
 0.600839    0.029729
 0.625608    0.032451
 0.650430    0.034842
 0.675297    0.036857
 0.700199    0.038450
 0.725129    0.039568
 0.750080    0.040155
 0.775047    0.040150
 0.800026    0.039484
 0.825013    0.038083
 0.850006    0.035867
 0.875003    0.032748
 0.900001    0.028632
 0.925000    0.023415
 0.950000    0.016985
 0.975000    0.009224
 1.000000    -0.000000
