  
       XFOIL         Version 6.97
  
 Calculated polar for: 000029                                          
  
 1 1 Reynolds number fixed          Mach number fixed         
  
 xtrf =   1.000 (top)        1.000 (bottom)  
 Mach =   0.040     Re =     0.300 e 6     Ncrit =   9.000
  
   alpha    CL        CD       CDp       CM     Top_Xtr  Bot_Xtr
  ------ -------- --------- --------- -------- -------- --------
   2.000   1.5354   0.01575   0.01019  -0.3056   0.7217   0.1891
   3.000   1.6377   0.01583   0.01008  -0.3022   0.6682   0.2068
   4.000   1.6952   0.01766   0.01136  -0.2904   0.5565   0.2225
   5.000   1.6980   0.02340   0.01611  -0.2714   0.4046   0.2350
   6.000   1.7310   0.02897   0.02113  -0.2594   0.3226   0.2517
   7.000   1.7805   0.03387   0.02582  -0.2505   0.2771   0.2711
   9.000   1.8841   0.04407   0.03595  -0.2350   0.2238   0.3158
  10.000   1.9357   0.04960   0.04156  -0.2281   0.2052   0.3416
  11.000   1.9839   0.05562   0.04766  -0.2215   0.1898   0.3714
  12.000   2.0284   0.06213   0.05431  -0.2151   0.1765   0.4042
  13.000   2.0700   0.06900   0.06126  -0.2091   0.1647   0.4447
  14.000   2.1060   0.07658   0.06921  -0.2037   0.1551   0.4991
  15.000   2.1385   0.08433   0.07748  -0.1987   0.1461   1.0001
