  
       XFOIL         Version 6.97
  
 Calculated polar for: 000079                                          
  
 1 1 Reynolds number fixed          Mach number fixed         
  
 xtrf =   1.000 (top)        1.000 (bottom)  
 Mach =   0.040     Re =     0.300 e 6     Ncrit =   9.000
  
   alpha    CL        CD       CDp       CM     Top_Xtr  Bot_Xtr
  ------ -------- --------- --------- -------- -------- --------
   2.000   0.7409   0.01896   0.01009  -0.1165   0.2228   0.4752
   3.000   0.8444   0.02027   0.01125  -0.1149   0.2064   0.4928
   4.000   0.9456   0.02149   0.01245  -0.1131   0.1943   0.5113
   5.000   1.0472   0.02302   0.01402  -0.1114   0.1831   0.5306
   6.000   1.1488   0.02474   0.01574  -0.1099   0.1735   0.5504
   7.000   1.2448   0.02645   0.01751  -0.1078   0.1652   0.5719
   8.000   1.3399   0.02859   0.01981  -0.1058   0.1576   0.5955
   9.000   1.4344   0.03088   0.02207  -0.1039   0.1510   0.6214
  10.000   1.5123   0.03356   0.02516  -0.1001   0.1451   0.6492
  11.000   1.5958   0.03636   0.02803  -0.0974   0.1399   0.6847
  13.000   1.7093   0.04366   0.03648  -0.0868   0.1310   1.0001
  14.000   1.7584   0.04931   0.04232  -0.0827   0.1270   1.0001
  15.000   1.7727   0.05707   0.05058  -0.0771   0.1234   1.0001
