  
       XFOIL         Version 6.97
  
 Calculated polar for: 000021                                          
  
 1 1 Reynolds number fixed          Mach number fixed         
  
 xtrf =   1.000 (top)        1.000 (bottom)  
 Mach =   0.100     Re =     0.300 e 6     Ncrit =   9.000
  
   alpha    CL        CD       CDp       CM     Top_Xtr  Bot_Xtr
  ------ -------- --------- --------- -------- -------- --------
   0.000   0.1989   0.01744   0.00848  -0.0021   0.5101   0.1399
   1.000   0.2809   0.01682   0.00785   0.0025   0.5014   0.1602
   2.000   0.3454   0.01656   0.00782   0.0104   0.4922   0.1851
   3.000   0.4200   0.01624   0.00756   0.0166   0.4844   0.2370
   4.000   0.4604   0.01565   0.00885   0.0306   0.4759   0.8223
   5.000   0.5707   0.01752   0.01077   0.0315   0.4682   0.8523
   7.000   0.7803   0.01820   0.01183   0.0347   0.4294   0.8833
   9.000   0.7048   0.03264   0.02517   0.0560   0.0586   0.9149
  10.000   0.6851   0.04342   0.03618   0.0580   0.0363   0.9251
  11.000   0.6759   0.05448   0.04750   0.0588   0.0303   0.9351
  15.000   0.9538   0.06411   0.05759   0.0768   0.0254   0.9770
