  
       XFOIL         Version 6.97
  
 Calculated polar for: 000030                                          
  
 1 1 Reynolds number fixed          Mach number fixed         
  
 xtrf =   1.000 (top)        1.000 (bottom)  
 Mach =   0.100     Re =     0.300 e 6     Ncrit =   9.000
  
   alpha    CL        CD       CDp       CM     Top_Xtr  Bot_Xtr
  ------ -------- --------- --------- -------- -------- --------
   0.000   1.5089   0.02918   0.02148  -0.3841   0.5354   0.1578
   1.000   1.6273   0.03052   0.02272  -0.3891   0.5280   0.1715
   2.000   1.7192   0.03233   0.02455  -0.3887   0.5205   0.1866
   3.000   1.8245   0.03421   0.02626  -0.3908   0.5136   0.2042
   4.000   1.8866   0.03743   0.02961  -0.3856   0.5066   0.2176
   6.000   1.9951   0.04546   0.03801  -0.3734   0.4934   0.2540
   7.000   2.0641   0.04869   0.04131  -0.3698   0.4873   0.2763
   8.000   2.0196   0.06064   0.05381  -0.3527   0.4786   0.2913
   9.000   2.0435   0.06809   0.06148  -0.3453   0.4715   0.3119
