  
       XFOIL         Version 6.97
  
 Calculated polar for: 000199                                          
  
 1 1 Reynolds number fixed          Mach number fixed         
  
 xtrf =   1.000 (top)        1.000 (bottom)  
 Mach =   0.100     Re =     0.300 e 6     Ncrit =   9.000
  
   alpha    CL        CD       CDp       CM     Top_Xtr  Bot_Xtr
  ------ -------- --------- --------- -------- -------- --------
   2.500   0.2922   0.03048   0.02282  -0.0481   0.5124   0.6466
   3.000   0.3046   0.02973   0.02201  -0.0453   0.5084   0.6553
   3.500   0.3439   0.03036   0.02268  -0.0446   0.5050   0.6574
   4.000   0.4041   0.03062   0.02289  -0.0476   0.5024   0.6599
   4.500   0.4521   0.03123   0.02351  -0.0491   0.4995   0.6641
   5.000   0.4163   0.03306   0.02551  -0.0386   0.4945   0.6704
   5.500   0.4222   0.03488   0.02747  -0.0334   0.4902   0.6727
   6.000   0.4764   0.03522   0.02780  -0.0355   0.4876   0.6759
   6.500   0.5542   0.03487   0.02734  -0.0419   0.4854   0.6803
   7.500   0.3743   0.04990   0.04295  -0.0122   0.4692   0.6869
