  
       XFOIL         Version 6.97
  
 Calculated polar for: 000099                                          
  
 1 1 Reynolds number fixed          Mach number fixed         
  
 xtrf =   1.000 (top)        1.000 (bottom)  
 Mach =   0.100     Re =     0.300 e 6     Ncrit =   9.000
  
   alpha    CL        CD       CDp       CM     Top_Xtr  Bot_Xtr
  ------ -------- --------- --------- -------- -------- --------
   2.500   0.7053   0.01592   0.00999  -0.1526   0.8040   0.3199
   3.000   0.8086   0.01432   0.00857  -0.1600   0.8012   0.3560
   3.500   0.8431   0.01406   0.00843  -0.1546   0.7822   0.3813
   4.000   0.9072   0.01323   0.00780  -0.1546   0.7643   0.4158
   4.500   0.9660   0.01268   0.00733  -0.1537   0.7390   0.4529
   5.000   1.0234   0.01231   0.00703  -0.1526   0.7046   0.4949
   5.500   1.0618   0.01242   0.00714  -0.1481   0.6579   0.5386
   6.000   1.0885   0.01289   0.00750  -0.1415   0.5967   0.5917
   6.500   1.0998   0.01375   0.00828  -0.1325   0.5248   0.6720
