  
       XFOIL         Version 6.97
  
 Calculated polar for: 000187                                          
  
 1 1 Reynolds number fixed          Mach number fixed         
  
 xtrf =   1.000 (top)        1.000 (bottom)  
 Mach =   0.100     Re =     0.300 e 6     Ncrit =   9.000
  
   alpha    CL        CD       CDp       CM     Top_Xtr  Bot_Xtr
  ------ -------- --------- --------- -------- -------- --------
   2.000   0.1593   0.03335   0.02565   0.0446   0.2356   0.7375
   2.500   0.2144   0.03378   0.02592   0.0444   0.2315   0.7538
   3.000   0.2569   0.03482   0.02704   0.0450   0.2281   0.7688
   3.500   0.3000   0.03582   0.02808   0.0456   0.2243   0.7829
   4.000   0.3457   0.03670   0.02891   0.0458   0.2209   0.7959
   4.500   0.4008   0.03722   0.02933   0.0451   0.2175   0.8083
   5.000   0.4339   0.03872   0.03095   0.0461   0.2142   0.8204
   5.500   0.4745   0.03989   0.03215   0.0465   0.2112   0.8322
   6.000   0.5173   0.04094   0.03317   0.0465   0.2085   0.8438
   6.500   0.5707   0.04154   0.03365   0.0457   0.2058   0.8551
   7.000   0.6039   0.04310   0.03533   0.0466   0.2036   0.8669
   7.500   0.6323   0.04491   0.03728   0.0477   0.2013   0.8790
   8.000   0.6625   0.04663   0.03908   0.0486   0.1990   0.8917
   8.500   0.6940   0.04824   0.04072   0.0493   0.1969   0.9054
   9.000   0.7301   0.04943   0.04186   0.0499   0.1946   0.9193
   9.500   0.7676   0.05081   0.04324   0.0505   0.1924   0.9342
  10.000   0.7752   0.05399   0.04666   0.0526   0.1907   0.9519
  10.500   0.7922   0.05777   0.05063   0.0521   0.1887   0.9669
  11.000   0.8169   0.06214   0.05517   0.0493   0.1866   0.9782
  11.500   0.8496   0.06646   0.05958   0.0450   0.1846   0.9868
  12.000   0.8939   0.07012   0.06324   0.0397   0.1829   0.9933
  12.500   0.9468   0.07309   0.06615   0.0342   0.1811   0.9987
  13.000   0.8748   0.08109   0.07451   0.0397   0.1797   1.0001
