  
       XFOIL         Version 6.97
  
 Calculated polar for: 000160                                          
  
 1 1 Reynolds number fixed          Mach number fixed         
  
 xtrf =   1.000 (top)        1.000 (bottom)  
 Mach =   0.100     Re =     0.300 e 6     Ncrit =   9.000
  
   alpha    CL        CD       CDp       CM     Top_Xtr  Bot_Xtr
  ------ -------- --------- --------- -------- -------- --------
   2.000  -0.2680   0.02703   0.01757   0.1340   0.2705   0.5873
   2.500  -0.2281   0.02718   0.01766   0.1354   0.2644   0.5924
   3.000  -0.1721   0.02730   0.01765   0.1339   0.2586   0.5971
   3.500  -0.1315   0.02766   0.01815   0.1348   0.2532   0.6018
   4.000  -0.0897   0.02793   0.01833   0.1356   0.2480   0.6073
   4.500  -0.0365   0.02819   0.01854   0.1344   0.2434   0.6121
   5.000   0.0061   0.02863   0.01910   0.1348   0.2389   0.6170
   5.500   0.0498   0.02901   0.01942   0.1350   0.2350   0.6230
   6.000   0.1064   0.02940   0.01977   0.1330   0.2309   0.6286
   6.500   0.1392   0.03006   0.02058   0.1347   0.2269   0.6342
   7.000   0.1776   0.03061   0.02110   0.1355   0.2232   0.6404
   7.500   0.2275   0.03112   0.02163   0.1343   0.2200   0.6462
   8.000   0.2712   0.03189   0.02243   0.1340   0.2169   0.6532
   8.500   0.3023   0.03279   0.02352   0.1354   0.2139   0.6593
   9.000   0.3346   0.03366   0.02446   0.1365   0.2106   0.6661
   9.500   0.3758   0.03436   0.02514   0.1363   0.2078   0.6730
  10.000   0.4212   0.03535   0.02617   0.1353   0.2049   0.6809
  10.500   0.4377   0.03686   0.02792   0.1381   0.2026   0.6882
  11.000   0.4575   0.03844   0.02967   0.1401   0.2001   0.6961
  11.500   0.4824   0.03986   0.03122   0.1413   0.1976   0.7041
  12.000   0.5155   0.04104   0.03242   0.1414   0.1954   0.7138
  12.500   0.5610   0.04226   0.03368   0.1398   0.1930   0.7231
  13.000   0.5494   0.04540   0.03717   0.1443   0.1912   0.7319
  13.500   0.5350   0.04912   0.04117   0.1481   0.1887   0.7419
  14.000   0.5238   0.05319   0.04554   0.1508   0.1865   0.7524
  14.500   0.5247   0.05678   0.04934   0.1519   0.1843   0.7641
  15.000   0.5452   0.05922   0.05189   0.1515   0.1825   0.7779
