  
       XFOIL         Version 6.97
  
 Calculated polar for: 000201                                          
  
 1 1 Reynolds number fixed          Mach number fixed         
  
 xtrf =   1.000 (top)        1.000 (bottom)  
 Mach =   0.100     Re =     0.300 e 6     Ncrit =   9.000
  
   alpha    CL        CD       CDp       CM     Top_Xtr  Bot_Xtr
  ------ -------- --------- --------- -------- -------- --------
   2.000  -0.0086   0.02685   0.02205   0.0138   0.8960   0.9475
   2.500   0.0708   0.02806   0.02338   0.0077   0.8900   0.9599
   3.500   0.4368   0.01809   0.01387  -0.0364   0.8064   0.9660
   4.000   0.4740   0.02084   0.01296  -0.0325   0.0839   0.9730
   4.500   0.5384   0.02204   0.01394  -0.0352   0.0495   0.9824
   5.000   0.6089   0.02315   0.01502  -0.0391   0.0383   0.9915
   5.500   0.6985   0.02410   0.01594  -0.0471   0.0306   0.9993
   6.000   0.7750   0.02590   0.01785  -0.0517   0.0268   1.0001
   7.000   0.9337   0.03228   0.02501  -0.0618   0.0216   1.0001
   7.500   0.9732   0.04203   0.03608  -0.0562   0.0260   1.0001
