  
       XFOIL         Version 6.97
  
 Calculated polar for: 000162                                          
  
 1 1 Reynolds number fixed          Mach number fixed         
  
 xtrf =   1.000 (top)        1.000 (bottom)  
 Mach =   0.100     Re =     0.300 e 6     Ncrit =   9.000
  
   alpha    CL        CD       CDp       CM     Top_Xtr  Bot_Xtr
  ------ -------- --------- --------- -------- -------- --------
   3.500   0.2233   0.04623   0.04184  -0.0551   0.6294   0.1708
   4.500   0.0512   0.05169   0.04576  -0.0068   0.2784   0.1721
   5.500  -0.0217   0.03067   0.02206   0.0236   0.2092   0.1695
   6.000  -0.0116   0.03167   0.02275   0.0309   0.1505   0.1708
   6.500   0.0116   0.03248   0.02340   0.0363   0.1242   0.1723
   7.000   0.0409   0.03300   0.02379   0.0408   0.1068   0.1741
   7.500   0.0737   0.03320   0.02377   0.0448   0.0948   0.1769
   8.000   0.1112   0.03330   0.02357   0.0483   0.0847   0.1800
   8.500   0.1499   0.03358   0.02378   0.0512   0.0770   0.1828
   9.000   0.1878   0.03426   0.02447   0.0544   0.0709   0.1853
   9.500   0.2290   0.03479   0.02498   0.0573   0.0651   0.1885
  10.000   0.2741   0.03529   0.02528   0.0596   0.0608   0.1921
  10.500   0.3208   0.03568   0.02568   0.0614   0.0568   0.1952
  11.000   0.3672   0.03642   0.02645   0.0636   0.0533   0.1983
  11.500   0.4097   0.03721   0.02725   0.0661   0.0502   0.2027
  12.000   0.4622   0.03796   0.02788   0.0674   0.0475   0.2070
  12.500   0.5032   0.03899   0.02915   0.0701   0.0454   0.2110
  13.000   0.5439   0.04009   0.03029   0.0726   0.0435   0.2155
  13.500   0.5980   0.04129   0.03140   0.0737   0.0413   0.2206
  14.000   0.6244   0.04291   0.03333   0.0776   0.0401   0.2246
  14.500   0.6509   0.04472   0.03530   0.0815   0.0385   0.2300
  15.000   0.6747   0.04647   0.03721   0.0852   0.0372   0.2350
