  
       XFOIL         Version 6.97
  
 Calculated polar for: 000153                                          
  
 1 1 Reynolds number fixed          Mach number fixed         
  
 xtrf =   1.000 (top)        1.000 (bottom)  
 Mach =   0.100     Re =     0.300 e 6     Ncrit =   9.000
  
   alpha    CL        CD       CDp       CM     Top_Xtr  Bot_Xtr
  ------ -------- --------- --------- -------- -------- --------
   2.500   0.2654   0.01865   0.01313   0.0284   0.7175   0.7947
   4.000   0.4116   0.02074   0.01504   0.0318   0.6072   0.8322
   4.500   0.4191   0.02255   0.01644   0.0408   0.5254   0.8436
   5.500   0.4198   0.02758   0.02073   0.0591   0.3930   0.8655
   6.000   0.4589   0.02998   0.02290   0.0599   0.3510   0.8698
   7.000   0.5243   0.03353   0.02619   0.0644   0.3032   0.8874
   7.500   0.5599   0.03514   0.02771   0.0660   0.2856   0.8962
   8.000   0.6165   0.03683   0.02937   0.0630   0.2686   0.8997
   8.500   0.6570   0.03833   0.03083   0.0633   0.2551   0.9072
   9.000   0.6970   0.03981   0.03225   0.0636   0.2436   0.9150
   9.500   0.7364   0.04128   0.03369   0.0638   0.2329   0.9228
  10.000   0.7924   0.04275   0.03520   0.0604   0.2222   0.9264
  10.500   0.8361   0.04415   0.03663   0.0595   0.2136   0.9332
  11.000   0.8795   0.04560   0.03800   0.0586   0.2055   0.9402
  11.500   0.9228   0.04728   0.03981   0.0571   0.1975   0.9474
  12.000   0.9739   0.04887   0.04141   0.0543   0.1906   0.9549
  12.500   1.0284   0.05085   0.04345   0.0503   0.1835   0.9659
  13.500   1.1438   0.05433   0.04704   0.0402   0.1707   0.9861
  14.000   1.1750   0.05606   0.04890   0.0401   0.1658   0.9911
