  
       XFOIL         Version 6.97
  
 Calculated polar for: 000159                                          
  
 1 1 Reynolds number fixed          Mach number fixed         
  
 xtrf =   1.000 (top)        1.000 (bottom)  
 Mach =   0.100     Re =     0.300 e 6     Ncrit =   9.000
  
   alpha    CL        CD       CDp       CM     Top_Xtr  Bot_Xtr
  ------ -------- --------- --------- -------- -------- --------
   2.500  -1.0882   0.09127   0.08459   0.2668   0.1818   0.6166
   3.000  -1.0618   0.09351   0.08675   0.2705   0.1811   0.6216
   3.500  -1.1283   0.09560   0.08870   0.2781   0.1757   0.6256
   4.000  -1.0997   0.09811   0.09130   0.2766   0.1725   0.6295
   4.500  -1.0755   0.09995   0.09313   0.2779   0.1706   0.6345
   5.000  -1.0530   0.10178   0.09481   0.2810   0.1696   0.6401
   5.500  -0.9970   0.10652   0.09966   0.2782   0.1688   0.6447
   6.500  -1.0299   0.11063   0.10372   0.2816   0.1605   0.6540
   7.000  -0.9985   0.11312   0.10626   0.2803   0.1589   0.6590
   7.500  -0.9645   0.11594   0.10910   0.2796   0.1579   0.6646
   8.000  -0.9235   0.12040   0.11350   0.2791   0.1572   0.6710
   8.500  -0.9570   0.12294   0.11616   0.2790   0.1521   0.6754
   9.000  -0.9349   0.12551   0.11872   0.2782   0.1494   0.6817
   9.500  -0.9064   0.12808   0.12132   0.2768   0.1477   0.6878
  10.000  -0.8744   0.13102   0.12430   0.2754   0.1467   0.6946
  10.500  -0.8378   0.13507   0.12837   0.2737   0.1461   0.7017
  11.500  -0.8348   0.14181   0.13521   0.2714   0.1398   0.7150
  12.000  -0.8081   0.14465   0.13814   0.2692   0.1376   0.7224
  12.500  -0.7798   0.14745   0.14099   0.2673   0.1364   0.7309
  13.000  -0.7493   0.15062   0.14420   0.2653   0.1356   0.7402
  13.500  -0.7096   0.15573   0.14942   0.2626   0.1350   0.7491
  14.500  -0.7064   0.16218   0.15603   0.2591   0.1296   0.7681
  15.000  -0.6807   0.16521   0.15918   0.2565   0.1272   0.7791
