  
       XFOIL         Version 6.97
  
 Calculated polar for: 000205                                          
  
 1 1 Reynolds number fixed          Mach number fixed         
  
 xtrf =   1.000 (top)        1.000 (bottom)  
 Mach =   0.100     Re =     0.300 e 6     Ncrit =   9.000
  
   alpha    CL        CD       CDp       CM     Top_Xtr  Bot_Xtr
  ------ -------- --------- --------- -------- -------- --------
   2.000   0.8166   0.05789   0.04972  -0.0408   0.1960   0.9607
   2.500   0.8661   0.05840   0.05000  -0.0406   0.1933   0.9651
   3.000   0.9214   0.05810   0.04968  -0.0424   0.1909   0.9669
   3.500   0.9599   0.05898   0.05056  -0.0410   0.1885   0.9702
   4.500   1.0384   0.05980   0.05126  -0.0387   0.1843   0.9718
   5.000   1.0782   0.06019   0.05153  -0.0377   0.1824   0.9721
   5.500   1.1344   0.06019   0.05140  -0.0392   0.1802   0.9722
   6.000   1.1640   0.06125   0.05257  -0.0369   0.1790   0.9729
   6.500   1.1891   0.06258   0.05400  -0.0341   0.1769   0.9739
   7.000   1.2097   0.06419   0.05567  -0.0304   0.1750   0.9753
   8.500   1.2902   0.06770   0.05920  -0.0239   0.1705   0.9768
   9.000   1.3336   0.06860   0.06002  -0.0244   0.1687   0.9773
   9.500   1.3443   0.07119   0.06283  -0.0208   0.1677   0.9784
  10.000   1.3396   0.07469   0.06659  -0.0149   0.1666   0.9799
  10.500   1.3309   0.07850   0.07067  -0.0090   0.1653   0.9806
  11.000   1.3220   0.08269   0.07513  -0.0044   0.1639   0.9812
  11.500   1.3073   0.08770   0.08040   0.0003   0.1627   0.9821
  12.000   1.2840   0.09364   0.08660   0.0054   0.1614   0.9833
  13.000   1.2185   0.10799   0.10143   0.0151   0.1592   0.9850
  13.500   1.1825   0.11669   0.11034   0.0175   0.1580   0.9857
