  
       XFOIL         Version 6.97
  
 Calculated polar for: 000259                                          
  
 1 1 Reynolds number fixed          Mach number fixed         
  
 xtrf =   1.000 (top)        1.000 (bottom)  
 Mach =   0.100     Re =     0.300 e 6     Ncrit =   9.000
  
   alpha    CL        CD       CDp       CM     Top_Xtr  Bot_Xtr
  ------ -------- --------- --------- -------- -------- --------
   2.000   0.5542   0.10823   0.10122  -0.0655   0.1767   0.1393
   2.500   0.5575   0.10514   0.09818  -0.0628   0.1748   0.1415
   4.500   0.4124   0.09138   0.08454  -0.0331   0.1715   0.1473
   5.000   0.4430   0.08832   0.08144  -0.0309   0.1694   0.1484
   5.500   0.4382   0.08595   0.07920  -0.0232   0.1677   0.1497
   6.000   0.4386   0.08343   0.07674  -0.0163   0.1658   0.1517
   8.000   0.4637   0.07146   0.06445   0.0104   0.1597   0.1593
   8.500   0.4986   0.06998   0.06292   0.0137   0.1578   0.1608
   9.000   0.5059   0.06899   0.06208   0.0214   0.1563   0.1628
  10.000   0.5270   0.06560   0.05858   0.0366   0.1531   0.1702
  10.500   0.5390   0.06510   0.05817   0.0435   0.1515   0.1712
  11.000   0.5533   0.06450   0.05756   0.0501   0.1500   0.1726
  11.500   0.5760   0.06372   0.05667   0.0555   0.1486   0.1754
  12.000   0.6154   0.06184   0.05427   0.0600   0.1469   0.1814
  12.500   0.5914   0.06332   0.05612   0.0705   0.1458   0.1821
  13.000   0.5560   0.06610   0.05926   0.0813   0.1443   0.1825
  13.500   0.4967   0.07099   0.06456   0.0926   0.1427   0.1828
