  
       XFOIL         Version 6.97
  
 Calculated polar for: 000079                                          
  
 1 1 Reynolds number fixed          Mach number fixed         
  
 xtrf =   1.000 (top)        1.000 (bottom)  
 Mach =   0.100     Re =     0.300 e 6     Ncrit =   9.000
  
   alpha    CL        CD       CDp       CM     Top_Xtr  Bot_Xtr
  ------ -------- --------- --------- -------- -------- --------
   2.500   0.1590   0.05300   0.04703  -0.1033   0.8547   0.4216
   3.500   0.3124   0.06248   0.05659  -0.1110   0.8498   0.4734
   4.000   0.2752   0.05555   0.04976  -0.0967   0.8440   0.4819
   5.000   0.4736   0.05154   0.04592  -0.1088   0.8021   0.5368
   5.500   0.5161   0.05014   0.04462  -0.1062   0.7834   0.5566
   6.000   0.6198   0.04664   0.04127  -0.1124   0.7699   0.5849
   6.500   0.7144   0.04191   0.03671  -0.1166   0.7489   0.6135
   7.000   0.7139   0.04340   0.03836  -0.1072   0.7027   0.6307
   7.500   0.7969   0.03857   0.03128  -0.1087   0.2840   0.6613
   8.000   0.8297   0.03968   0.03226  -0.1055   0.2341   0.6878
   8.500   0.8670   0.04059   0.03309  -0.1031   0.1995   0.7217
   9.000   0.9099   0.04150   0.03406  -0.1018   0.1730   0.7806
   9.500   0.9724   0.04261   0.03519  -0.1048   0.1470   1.0000
  10.000   1.0144   0.04341   0.03590  -0.1032   0.1300   1.0000
  10.500   1.0558   0.04423   0.03671  -0.1016   0.1167   1.0000
  11.000   1.0973   0.04505   0.03754  -0.0999   0.1044   1.0000
  11.500   1.1401   0.04583   0.03827  -0.0985   0.0940   1.0000
  12.000   1.1801   0.04678   0.03928  -0.0968   0.0854   1.0000
  12.500   1.2247   0.04756   0.04016  -0.0957   0.0777   1.0000
  13.000   1.2596   0.04885   0.04148  -0.0934   0.0709   1.0000
  13.500   1.3049   0.04987   0.04266  -0.0925   0.0651   1.0000
  14.000   1.3388   0.05138   0.04435  -0.0901   0.0604   1.0000
  14.500   1.3786   0.05306   0.04610  -0.0888   0.0554   1.0000
  15.000   1.4127   0.05516   0.04852  -0.0867   0.0526   1.0000
