  
       XFOIL         Version 6.97
  
 Calculated polar for: 000166                                          
  
 1 1 Reynolds number fixed          Mach number fixed         
  
 xtrf =   1.000 (top)        1.000 (bottom)  
 Mach =   0.100     Re =     0.300 e 6     Ncrit =   9.000
  
   alpha    CL        CD       CDp       CM     Top_Xtr  Bot_Xtr
  ------ -------- --------- --------- -------- -------- --------
   2.000   0.5005   0.02538   0.01730  -0.0694   0.3512   0.3032
   2.500   0.5598   0.02554   0.01747  -0.0697   0.3482   0.3090
   3.000   0.6172   0.02615   0.01792  -0.0702   0.3450   0.3154
   3.500   0.6581   0.02678   0.01886  -0.0688   0.3414   0.3206
   4.000   0.7043   0.02741   0.01956  -0.0681   0.3377   0.3273
   4.500   0.7594   0.02759   0.01969  -0.0681   0.3345   0.3337
   5.000   0.8213   0.02795   0.01995  -0.0688   0.3316   0.3407
   5.500   0.8477   0.02942   0.02157  -0.0667   0.3285   0.3469
   6.000   0.8433   0.03187   0.02435  -0.0630   0.3247   0.3516
   6.500   0.8649   0.03433   0.02686  -0.0633   0.3210   0.3581
   7.000   0.9278   0.03421   0.02668  -0.0637   0.3184   0.3658
