  
       XFOIL         Version 6.97
  
 Calculated polar for: 000156                                          
  
 1 1 Reynolds number fixed          Mach number fixed         
  
 xtrf =   1.000 (top)        1.000 (bottom)  
 Mach =   0.100     Re =     0.300 e 6     Ncrit =   9.000
  
   alpha    CL        CD       CDp       CM     Top_Xtr  Bot_Xtr
  ------ -------- --------- --------- -------- -------- --------
   2.500  -1.0250   0.07669   0.06764   0.1485   0.5679   0.4369
   3.000  -0.9709   0.07760   0.06859   0.1452   0.5657   0.4398
   3.500  -0.9141   0.07891   0.06995   0.1420   0.5643   0.4424
   4.000  -0.8531   0.08069   0.07175   0.1382   0.5635   0.4455
   4.500  -0.7860   0.08329   0.07432   0.1335   0.5628   0.4491
   5.500  -0.7936   0.08477   0.07572   0.1435   0.5491   0.4538
   6.000  -0.7312   0.08659   0.07767   0.1389   0.5481   0.4573
   6.500  -0.6629   0.08921   0.08036   0.1339   0.5474   0.4608
   7.500  -0.6636   0.09157   0.08273   0.1417   0.5338   0.4662
   8.000  -0.6040   0.09335   0.08452   0.1377   0.5326   0.4697
   8.500  -0.5394   0.09598   0.08731   0.1327   0.5319   0.4736
   9.000  -0.5809   0.09775   0.08914   0.1408   0.5209   0.4754
   9.500  -0.5316   0.09913   0.09058   0.1384   0.5185   0.4799
  10.000  -0.4815   0.10093   0.09237   0.1359   0.5173   0.4841
  10.500  -0.4202   0.10360   0.09523   0.1307   0.5165   0.4882
  11.000  -0.3604   0.10707   0.09885   0.1263   0.5159   0.4927
