  
       XFOIL         Version 6.97
  
 Calculated polar for: 000271                                          
  
 1 1 Reynolds number fixed          Mach number fixed         
  
 xtrf =   1.000 (top)        1.000 (bottom)  
 Mach =   0.100     Re =     0.300 e 6     Ncrit =   9.000
  
   alpha    CL        CD       CDp       CM     Top_Xtr  Bot_Xtr
  ------ -------- --------- --------- -------- -------- --------
   3.500  -0.1962   0.17457   0.17003  -0.0661   0.5010   0.2289
   4.000  -0.8177   0.09763   0.09020  -0.0477   0.5017   0.2492
   4.500  -0.8215   0.10267   0.09527  -0.0456   0.5019   0.2506
   5.000  -0.7727   0.10497   0.09752  -0.0477   0.5013   0.2532
   5.500  -0.8615   0.11128   0.10391  -0.0388   0.4982   0.2533
   6.000  -0.8265   0.11218   0.10470  -0.0397   0.4908   0.2557
   6.500  -0.7718   0.11309   0.10544  -0.0421   0.4883   0.2579
   7.000  -0.7175   0.11437   0.10685  -0.0445   0.4872   0.2612
   7.500  -0.6562   0.11655   0.10908  -0.0474   0.4863   0.2643
   8.000  -0.5866   0.11965   0.11215  -0.0512   0.4857   0.2678
  10.000  -0.5550   0.12862   0.12120  -0.0469   0.4623   0.2763
  10.500  -0.5109   0.13035   0.12296  -0.0484   0.4589   0.2795
  11.000  -0.4620   0.13213   0.12471  -0.0501   0.4570   0.2834
  12.500  -0.2862   0.12984   0.12246  -0.0552   0.4180   0.2964
