  
       XFOIL         Version 6.97
  
 Calculated polar for: 000091                                          
  
 1 1 Reynolds number fixed          Mach number fixed         
  
 xtrf =   1.000 (top)        1.000 (bottom)  
 Mach =   0.100     Re =     0.300 e 6     Ncrit =   9.000
  
   alpha    CL        CD       CDp       CM     Top_Xtr  Bot_Xtr
  ------ -------- --------- --------- -------- -------- --------
   2.500   0.6342   0.02502   0.01764  -0.1171   0.4497   0.1531
   3.000   0.6594   0.02549   0.01811  -0.1120   0.4388   0.1564
   3.500   0.6972   0.02575   0.01816  -0.1087   0.4280   0.1608
   4.000   0.7189   0.02624   0.01857  -0.1034   0.4177   0.1646
   4.500   0.7591   0.02630   0.01831  -0.1007   0.4071   0.1695
   5.000   0.7806   0.02709   0.01922  -0.0956   0.3987   0.1736
   5.500   0.8104   0.02785   0.01995  -0.0917   0.3897   0.1787
   6.000   0.8472   0.02859   0.02053  -0.0889   0.3805   0.1846
   6.500   0.8701   0.02956   0.02151  -0.0848   0.3718   0.1900
   7.000   0.9052   0.03042   0.02232  -0.0821   0.3633   0.1957
   7.500   0.9382   0.03154   0.02342  -0.0794   0.3557   0.2021
   8.000   0.9662   0.03294   0.02479  -0.0766   0.3481   0.2075
   8.500   1.0048   0.03407   0.02590  -0.0752   0.3399   0.2156
   9.000   1.0338   0.03570   0.02757  -0.0728   0.3325   0.2234
   9.500   1.0699   0.03770   0.02963  -0.0726   0.3251   0.2312
  10.000   1.1091   0.03933   0.03124  -0.0721   0.3181   0.2395
  10.500   1.1502   0.04105   0.03292  -0.0719   0.3114   0.2484
  11.000   1.1838   0.04418   0.03628  -0.0732   0.3043   0.2587
  11.500   1.2198   0.04659   0.03864  -0.0735   0.2973   0.2685
  12.000   1.2833   0.04869   0.04078  -0.0778   0.2901   0.2816
  12.500   1.3006   0.05276   0.04500  -0.0775   0.2846   0.2911
  13.000   1.3452   0.05672   0.04913  -0.0816   0.2781   0.3048
  13.500   1.3927   0.05888   0.05121  -0.0834   0.2718   0.3185
  14.000   1.4052   0.06323   0.05574  -0.0828   0.2663   0.3294
  14.500   1.4085   0.06864   0.06135  -0.0824   0.2604   0.3403
  15.000   1.4237   0.07271   0.06550  -0.0821   0.2550   0.3530
