  
       XFOIL         Version 6.97
  
 Calculated polar for: 000125                                          
  
 1 1 Reynolds number fixed          Mach number fixed         
  
 xtrf =   1.000 (top)        1.000 (bottom)  
 Mach =   0.100     Re =     0.300 e 6     Ncrit =   9.000
  
   alpha    CL        CD       CDp       CM     Top_Xtr  Bot_Xtr
  ------ -------- --------- --------- -------- -------- --------
   3.500   0.2628   0.03139   0.02257  -0.0029   0.3587   0.3691
   4.000   0.2609   0.03246   0.02372   0.0037   0.3550   0.3721
   4.500   0.2789   0.03322   0.02440   0.0074   0.3513   0.3752
   5.000   0.3233   0.03340   0.02457   0.0077   0.3482   0.3787
   5.500   0.3766   0.03408   0.02524   0.0067   0.3451   0.3823
   6.000   0.3304   0.03737   0.02882   0.0159   0.3413   0.3843
   6.500   0.3037   0.04098   0.03257   0.0214   0.3370   0.3869
   7.000   0.3444   0.04168   0.03309   0.0213   0.3338   0.3906
   7.500   0.4151   0.04110   0.03246   0.0190   0.3314   0.3948
