  
       XFOIL         Version 6.97
  
 Calculated polar for: 000074                                          
  
 1 1 Reynolds number fixed          Mach number fixed         
  
 xtrf =   1.000 (top)        1.000 (bottom)  
 Mach =   0.100     Re =     0.300 e 6     Ncrit =   9.000
  
   alpha    CL        CD       CDp       CM     Top_Xtr  Bot_Xtr
  ------ -------- --------- --------- -------- -------- --------
   2.000   0.4748   0.01641   0.00814  -0.0400   0.4948   0.1321
   2.500   0.5159   0.01687   0.00846  -0.0374   0.4557   0.1516
   3.000   0.5635   0.01731   0.00888  -0.0362   0.4243   0.1816
   3.500   0.6230   0.01774   0.00936  -0.0376   0.3947   0.2322
   5.000   0.9511   0.02069   0.01339  -0.0732   0.3135   1.0000
   5.500   0.9853   0.02128   0.01395  -0.0693   0.3000   1.0000
   6.000   1.0182   0.02204   0.01457  -0.0653   0.2866   1.0000
   6.500   1.0502   0.02280   0.01522  -0.0613   0.2741   1.0000
   7.000   1.0831   0.02360   0.01596  -0.0575   0.2634   1.0000
   7.500   1.1129   0.02449   0.01678  -0.0534   0.2532   1.0000
   8.000   1.1443   0.02541   0.01767  -0.0496   0.2434   1.0000
   8.500   1.1733   0.02633   0.01857  -0.0456   0.2340   1.0000
   9.000   1.2027   0.02745   0.01958  -0.0418   0.2251   1.0000
   9.500   1.2302   0.02850   0.02071  -0.0378   0.2180   1.0000
  10.000   1.2562   0.02974   0.02190  -0.0339   0.2106   1.0000
  10.500   1.2846   0.03102   0.02317  -0.0304   0.2036   1.0000
  11.000   1.3073   0.03242   0.02470  -0.0263   0.1971   1.0000
  11.500   1.3288   0.03399   0.02623  -0.0224   0.1905   1.0000
  12.000   1.3529   0.03562   0.02787  -0.0189   0.1844   1.0000
  12.500   1.3728   0.03739   0.02976  -0.0152   0.1796   1.0000
  13.000   1.3904   0.03938   0.03182  -0.0116   0.1747   1.0000
  13.500   1.4087   0.04148   0.03392  -0.0083   0.1693   1.0000
  14.000   1.4264   0.04375   0.03630  -0.0052   0.1649   1.0000
  14.500   1.4370   0.04645   0.03917  -0.0019   0.1608   1.0000
  15.000   1.4464   0.04939   0.04222   0.0010   0.1563   1.0000
