  
       XFOIL         Version 6.97
  
 Calculated polar for: 000050                                          
  
 1 1 Reynolds number fixed          Mach number fixed         
  
 xtrf =   1.000 (top)        1.000 (bottom)  
 Mach =   0.100     Re =     0.300 e 6     Ncrit =   9.000
  
   alpha    CL        CD       CDp       CM     Top_Xtr  Bot_Xtr
  ------ -------- --------- --------- -------- -------- --------
   2.000   0.5472   0.02574   0.02012  -0.0510   0.6550   0.8323
   2.500   0.6604   0.02513   0.01938  -0.0624   0.6511   0.8342
   3.000   0.5306   0.02759   0.02204  -0.0295   0.6337   0.8553
   3.500   0.6360   0.02665   0.02100  -0.0390   0.6302   0.8571
   4.000   0.7540   0.02577   0.01999  -0.0510   0.6257   0.8589
   4.500   0.6300   0.02846   0.02288  -0.0202   0.6086   0.8790
   5.000   0.7381   0.02731   0.02162  -0.0300   0.6043   0.8806
   5.500   0.7239   0.02952   0.02395  -0.0200   0.5900   0.8882
   6.000   0.7382   0.02901   0.02337  -0.0127   0.5820   0.9020
   6.500   0.8542   0.02745   0.02168  -0.0237   0.5761   0.9031
   7.000   0.8364   0.03011   0.02451  -0.0141   0.5600   0.9085
   7.500   0.9351   0.02871   0.02296  -0.0219   0.5521   0.9119
   8.000   0.8607   0.03164   0.02604  -0.0020   0.5360   0.9273
   8.500   0.9564   0.03040   0.02468  -0.0095   0.5261   0.9291
   9.000   0.9606   0.03292   0.02733  -0.0048   0.5092   0.9342
   9.500   0.9857   0.03406   0.02847  -0.0020   0.4948   0.9405
  10.000   0.9913   0.03506   0.02939   0.0054   0.4810   0.9516
  10.500   1.0171   0.03713   0.03154   0.0058   0.4624   0.9546
  11.000   1.0479   0.03880   0.03324   0.0061   0.4446   0.9583
  11.500   1.0754   0.04036   0.03474   0.0073   0.4256   0.9633
  12.500   1.0922   0.04555   0.03986   0.0150   0.3862   0.9777
  13.000   1.1151   0.04823   0.04250   0.0145   0.3630   0.9809
  13.500   1.1315   0.05141   0.04563   0.0148   0.3397   0.9852
  14.000   1.1496   0.05476   0.04896   0.0146   0.3171   0.9909
  14.500   1.1667   0.05878   0.05292   0.0137   0.2939   0.9971
  15.000   1.1721   0.06284   0.05693   0.0148   0.2728   0.9996
