  
       XFOIL         Version 6.97
  
 Calculated polar for: 000065                                          
  
 1 1 Reynolds number fixed          Mach number fixed         
  
 xtrf =   1.000 (top)        1.000 (bottom)  
 Mach =   0.100     Re =     0.300 e 6     Ncrit =   9.000
  
   alpha    CL        CD       CDp       CM     Top_Xtr  Bot_Xtr
  ------ -------- --------- --------- -------- -------- --------
   2.500   0.1458   0.04172   0.03555  -0.0705   0.7052   0.6302
   3.000   0.2028   0.04182   0.03582  -0.0716   0.7035   0.6903
   4.000   0.5043   0.04718   0.04183  -0.1187   0.7031   1.0000
   4.500   0.5654   0.04729   0.04189  -0.1206   0.7015   1.0000
   5.500   0.5956   0.05214   0.04685  -0.1122   0.6806   1.0000
   6.000   0.6529   0.05231   0.04706  -0.1135   0.6787   1.0000
   6.500   0.7091   0.05265   0.04748  -0.1146   0.6771   1.0000
   7.000   0.6899   0.05728   0.05222  -0.1065   0.6585   1.0000
   7.500   0.7780   0.04473   0.03626  -0.1010   0.0178   1.0000
   8.000   0.7946   0.04754   0.03929  -0.0966   0.0104   1.0000
   8.500   0.8039   0.05092   0.04285  -0.0914   0.0091   1.0000
   9.000   0.8133   0.05424   0.04629  -0.0863   0.0091   1.0000
   9.500   0.8373   0.05623   0.04840  -0.0821   0.0103   1.0000
