  
       XFOIL         Version 6.99
  
 Calculated polar for: 003042                                          
  
 1 1 Reynolds number fixed          Mach number fixed         
  
 xtrf =   1.000 (top)        1.000 (bottom)  
 Mach =   0.100     Re =     0.050 e 6     Ncrit =   9.000  9.000
  
   alpha    CL        CD       CDp       CM     Top_Xtr  Bot_Xtr  Top_Itr  Bot_Itr
  ------ -------- --------- --------- -------- -------- -------- -------- --------
   2.500  -0.4820   0.17637   0.14101   0.0074   0.7276   0.4325  11.9245  78.1046
   3.000  -0.4831   0.17607   0.13424   0.0107   0.7254   0.4564  12.0132  79.0977
   3.500  -0.5005   0.16618   0.13112   0.0193   0.7199   0.4684  12.2339  79.5958
   4.000  -0.5287   0.16102   0.12319   0.0275   0.7117   0.5060  12.5641  81.1443
   4.500  -0.5217   0.15868   0.11717   0.0344   0.7056   0.5547  12.8092  83.1328
   6.500  -0.4719   0.12339   0.06806   0.0144   0.6841   0.3268  13.6741  73.5828
   7.000  -0.4361   0.12458   0.06336   0.0160   0.6787   0.3360  13.8879  73.9850
   8.000  -0.3990   0.12391   0.06114   0.0218   0.6717   0.3596  14.1715  75.0099
   8.500  -0.3729   0.12329   0.06170   0.0230   0.6633   0.3723  14.5119  75.5561
   9.000  -0.3249   0.12558   0.06265   0.0209   0.6564   0.3885  14.7857  76.2474
   9.500  -0.2598   0.13241   0.06601   0.0159   0.6523   0.4142  14.9499  77.3347
  10.000  -0.2055   0.13639   0.07157   0.0098   0.6502   0.4383  15.0369  78.3467
  10.500  -0.1672   0.13380   0.07790   0.0043   0.6428   0.4622  15.3337  79.3382
  11.000  -0.0903   0.13841   0.08655  -0.0066   0.6345   0.5035  15.6703  81.0436
  11.500   0.0155   0.14700   0.09905  -0.0236   0.6295   0.5664  15.8730  83.6077
  12.000   0.1998   0.16841   0.12361  -0.0590   0.6270   1.0000  15.9725 101.0000
  12.500   0.2067   0.16614   0.12841  -0.0583   0.6229   1.0000  16.1385 101.0000
  13.000   0.2307   0.16719   0.13248  -0.0586   0.6133   1.0000  16.5265 101.0000
  13.500   0.2688   0.17099   0.13607  -0.0599   0.6066   1.0000  16.7973 101.0000
  14.500   0.3216   0.17774   0.14503  -0.0608   0.5982   1.0000  17.1355 101.0000
  15.000   0.3407   0.17863   0.14972  -0.0605   0.5886   1.0000  17.5254 101.0000
