  
       XFOIL         Version 6.99
  
 Calculated polar for: 003040                                          
  
 1 1 Reynolds number fixed          Mach number fixed         
  
 xtrf =   1.000 (top)        1.000 (bottom)  
 Mach =   0.100     Re =     0.050 e 6     Ncrit =   9.000  9.000
  
   alpha    CL        CD       CDp       CM     Top_Xtr  Bot_Xtr  Top_Itr  Bot_Itr
  ------ -------- --------- --------- -------- -------- -------- -------- --------
   3.000  -0.3165   0.24420   0.24402  -0.0097   0.6425   0.2251  15.3216  68.9136
   4.500  -0.3112   0.24225   0.21832  -0.0085   0.6260   0.2448  15.9860  69.8531
   5.500  -0.3877   0.22571   0.20784   0.0008   0.6145   0.2512  16.4494  70.1549
   6.000  -0.3744   0.22226   0.20204   0.0026   0.6072   0.2595  16.7436  70.5365
   6.500  -0.3738   0.22097   0.19125  -0.0037   0.6026   0.2719  16.9298  71.1121
   7.000  -0.3574   0.22194   0.18669  -0.0009   0.6004   0.2851  17.0190  71.7121
   7.500  -0.3885   0.21061   0.18365  -0.0017   0.5948   0.2941  17.2463  72.1206
   8.000  -0.3839   0.20650   0.17899   0.0028   0.5868   0.3045  17.5700  72.5859
   9.500  -0.3298   0.19901   0.16590  -0.0052   0.5742   0.3491  18.0792  74.5467
  10.000  -0.3223   0.19274   0.16473  -0.0074   0.5665   0.3658  18.3956  75.2704
  10.500  -0.2972   0.19024   0.16198  -0.0099   0.5593   0.3888  18.6839  76.2538
  11.000  -0.2648   0.19029   0.15781  -0.0112   0.5541   0.4162  18.8959  77.4119
  12.000  -0.2393   0.18749   0.15667  -0.0108   0.5463   0.5021  19.2125  80.9824
  12.500  -0.2544   0.18224   0.14878  -0.0003   0.5383   0.5352  19.5397  82.3360
  14.000   0.1104   0.18551   0.17697  -0.0855   0.5252   0.3013  20.0746  72.4440
  14.500   0.1260   0.18237   0.18050  -0.0856   0.5172   0.3078  20.4005  72.7312
  15.000   0.1582   0.18420   0.18308  -0.0866   0.5101   0.3217  20.6940  73.3503
