  
       XFOIL         Version 6.97
  
 Calculated polar for: 000258                                          
  
 1 1 Reynolds number fixed          Mach number fixed         
  
 xtrf =   1.000 (top)        1.000 (bottom)  
 Mach =   0.100     Re =     0.300 e 6     Ncrit =   9.000
  
   alpha    CL        CD       CDp       CM     Top_Xtr  Bot_Xtr
  ------ -------- --------- --------- -------- -------- --------
   2.000   0.4415   0.01997   0.01068  -0.0555   0.1881   0.3210
   3.000   0.5539   0.02019   0.01139  -0.0537   0.1802   0.3973
   4.000   0.6662   0.02075   0.01290  -0.0520   0.1732   0.6341
   5.000   0.7713   0.02193   0.01434  -0.0479   0.1667   0.7409
   7.000   0.9680   0.02545   0.01807  -0.0382   0.1556   0.8358
   8.000   1.0452   0.02797   0.02100  -0.0303   0.1506   0.8717
   9.000   1.1102   0.02927   0.02243  -0.0197   0.1465   0.9233
  10.000   1.1629   0.03225   0.02582  -0.0097   0.1427   1.0001
  11.000   1.2349   0.03589   0.02968  -0.0059   0.1385   1.0001
  12.000   1.2871   0.04074   0.03465  -0.0003   0.1354   1.0001
