  
       XFOIL         Version 6.97
  
 Calculated polar for: 000140                                          
  
 1 1 Reynolds number fixed          Mach number fixed         
  
 xtrf =   1.000 (top)        1.000 (bottom)  
 Mach =   0.100     Re =     0.300 e 6     Ncrit =   9.000
  
   alpha    CL        CD       CDp       CM     Top_Xtr  Bot_Xtr
  ------ -------- --------- --------- -------- -------- --------
   2.000   1.0221   0.01778   0.01196  -0.2076   0.5454   0.2711
   3.000   1.0691   0.02053   0.01310  -0.1985   0.3342   0.2826
   4.000   1.1359   0.02335   0.01565  -0.1907   0.2773   0.2906
   5.000   1.2269   0.02531   0.01733  -0.1880   0.2448   0.3023
   6.000   1.3074   0.02795   0.01989  -0.1830   0.2222   0.3127
   7.000   1.3906   0.03061   0.02247  -0.1790   0.2046   0.3240
   8.000   1.4695   0.03371   0.02552  -0.1744   0.1903   0.3364
   9.000   1.5454   0.03707   0.02890  -0.1697   0.1783   0.3474
  10.000   1.6184   0.04085   0.03254  -0.1649   0.1673   0.3608
  11.000   1.6842   0.04499   0.03696  -0.1600   0.1588   0.3732
  12.000   1.7492   0.04966   0.04164  -0.1553   0.1507   0.3873
  13.000   1.8050   0.05496   0.04709  -0.1504   0.1437   0.4006
  14.000   1.8554   0.06126   0.05363  -0.1459   0.1372   0.4150
  15.000   1.9054   0.06751   0.05991  -0.1416   0.1313   0.4301
