  
       XFOIL         Version 6.97
  
 Calculated polar for: 000240                                          
  
 1 1 Reynolds number fixed          Mach number fixed         
  
 xtrf =   1.000 (top)        1.000 (bottom)  
 Mach =   0.100     Re =     0.300 e 6     Ncrit =   9.000
  
   alpha    CL        CD       CDp       CM     Top_Xtr  Bot_Xtr
  ------ -------- --------- --------- -------- -------- --------
   2.000   0.8687   0.01486   0.00709  -0.1991   0.4812   0.2109
   4.000   1.0997   0.01540   0.00768  -0.1961   0.3656   0.2609
   7.000   1.3949   0.02571   0.01760  -0.1836   0.0301   0.7760
   8.000   1.4550   0.02933   0.02147  -0.1713   0.0264   0.9183
   9.000   1.5223   0.03363   0.02596  -0.1615   0.0233   1.0001
  10.000   1.5855   0.04007   0.03281  -0.1517   0.0214   1.0001
  11.000   1.6344   0.04702   0.04006  -0.1411   0.0201   1.0001
  12.000   1.6522   0.05782   0.05156  -0.1286   0.0195   1.0001
  13.000   1.6138   0.07294   0.06769  -0.1162   0.0194   1.0001
  14.000   1.5563   0.09411   0.08972  -0.1160   0.0195   1.0001
