  
       XFOIL         Version 6.97
  
 Calculated polar for: 000088                                          
  
 1 1 Reynolds number fixed          Mach number fixed         
  
 xtrf =   1.000 (top)        1.000 (bottom)  
 Mach =   0.100     Re =     0.300 e 6     Ncrit =   9.000
  
   alpha    CL        CD       CDp       CM     Top_Xtr  Bot_Xtr
  ------ -------- --------- --------- -------- -------- --------
   2.000   0.2792   0.01689   0.00980   0.0511   0.2475   0.8590
   3.000   0.3831   0.01800   0.01089   0.0548   0.2362   0.8804
   4.000   0.4892   0.01907   0.01191   0.0576   0.2262   0.8976
   5.000   0.5906   0.01967   0.01234   0.0599   0.2168   0.9088
   7.000   0.7806   0.02150   0.01433   0.0656   0.2005   0.9366
   8.000   0.8821   0.02255   0.01535   0.0666   0.1930   0.9499
   9.000   0.9813   0.02449   0.01754   0.0667   0.1856   0.9654
  10.000   1.0965   0.02675   0.01980   0.0630   0.1792   0.9779
  11.000   1.2079   0.02964   0.02296   0.0578   0.1724   0.9919
  12.000   1.2178   0.03264   0.02612   0.0674   0.1683   1.0001
  13.000   1.2031   0.04226   0.03625   0.0649   0.1631   1.0001
