  
       XFOIL         Version 6.97
  
 Calculated polar for: 000340                                          
  
 1 1 Reynolds number fixed          Mach number fixed         
  
 xtrf =   1.000 (top)        1.000 (bottom)  
 Mach =   0.040     Re =     0.300 e 6     Ncrit =   9.000
  
   alpha    CL        CD       CDp       CM     Top_Xtr  Bot_Xtr
  ------ -------- --------- --------- -------- -------- --------
   4.000   1.5352   0.02126   0.01316  -0.2355   0.3699   0.1854
   5.000   1.6177   0.02303   0.01481  -0.2301   0.3384   0.2026
   6.000   1.6934   0.02527   0.01692  -0.2239   0.3118   0.2214
   7.000   1.7640   0.02797   0.01954  -0.2174   0.2893   0.2419
   8.000   1.8308   0.03108   0.02265  -0.2109   0.2697   0.2647
   9.000   1.8919   0.03463   0.02628  -0.2041   0.2528   0.2905
  10.000   1.9485   0.03875   0.03054  -0.1976   0.2378   0.3198
  11.000   1.9991   0.04356   0.03556  -0.1911   0.2244   0.3537
  12.000   2.0425   0.04921   0.04142  -0.1847   0.2124   0.3961
  13.000   2.0806   0.05561   0.04802  -0.1788   0.2012   0.4635
  14.000   2.1096   0.06284   0.05574  -0.1734   0.1912   1.0001
  15.000   2.1317   0.07167   0.06484  -0.1687   0.1820   1.0001
