  
       XFOIL         Version 6.97
  
 Calculated polar for: 000088                                          
  
 1 1 Reynolds number fixed          Mach number fixed         
  
 xtrf =   1.000 (top)        1.000 (bottom)  
 Mach =   0.040     Re =     0.300 e 6     Ncrit =   9.000
  
   alpha    CL        CD       CDp       CM     Top_Xtr  Bot_Xtr
  ------ -------- --------- --------- -------- -------- --------
   2.000   0.2777   0.01678   0.00970   0.0507   0.2483   0.8594
   3.000   0.3809   0.01789   0.01077   0.0543   0.2371   0.8809
   4.000   0.4864   0.01892   0.01172   0.0571   0.2271   0.8982
   5.000   0.5876   0.01938   0.01206   0.0593   0.2177   0.9092
   6.000   0.6797   0.02009   0.01287   0.0626   0.2090   0.9233
   7.000   0.7789   0.02124   0.01399   0.0645   0.2014   0.9366
   8.000   0.8792   0.02222   0.01501   0.0656   0.1938   0.9500
  11.000   0.6467   0.09073   0.08610   0.0361   0.1588   1.0001
  12.000   0.7698   0.08606   0.08126   0.0375   0.1589   1.0001
  13.000   0.9076   0.07969   0.07469   0.0405   0.1584   1.0001
  14.000   1.1047   0.06591   0.06050   0.0486   0.1577   1.0001
