  
       XFOIL         Version 6.97
  
 Calculated polar for: 000228                                          
  
 1 1 Reynolds number fixed          Mach number fixed         
  
 xtrf =   1.000 (top)        1.000 (bottom)  
 Mach =   0.040     Re =     0.300 e 6     Ncrit =   9.000
  
   alpha    CL        CD       CDp       CM     Top_Xtr  Bot_Xtr
  ------ -------- --------- --------- -------- -------- --------
   2.000   1.4192   0.01743   0.00986  -0.2433   0.4608   0.4446
   3.000   1.5043   0.01903   0.01127  -0.2388   0.4239   0.4692
   4.000   1.5802   0.02109   0.01315  -0.2330   0.3921   0.4938
   5.000   1.6570   0.02331   0.01539  -0.2281   0.3642   0.5189
   6.000   1.7272   0.02612   0.01819  -0.2227   0.3398   0.5446
   7.000   1.7922   0.02948   0.02154  -0.2172   0.3180   0.5724
   8.000   1.8540   0.03330   0.02542  -0.2120   0.2989   0.6019
   9.000   1.9099   0.03772   0.03000  -0.2067   0.2819   0.6354
  10.000   1.9591   0.04289   0.03542  -0.2016   0.2665   0.6744
  11.000   2.0048   0.04882   0.04166  -0.1971   0.2526   0.7274
  12.000   2.0337   0.05591   0.04914  -0.1919   0.2375   1.0001
  13.000   2.0585   0.06482   0.05819  -0.1883   0.2232   1.0001
  14.000   2.0734   0.07531   0.06885  -0.1854   0.2094   1.0001
  15.000   2.0810   0.08704   0.08078  -0.1835   0.1967   1.0001
