  
       XFOIL         Version 6.97
  
 Calculated polar for: 000374                                          
  
 1 1 Reynolds number fixed          Mach number fixed         
  
 xtrf =   1.000 (top)        1.000 (bottom)  
 Mach =   0.040     Re =     0.300 e 6     Ncrit =   9.000
  
   alpha    CL        CD       CDp       CM     Top_Xtr  Bot_Xtr
  ------ -------- --------- --------- -------- -------- --------
   2.000   0.7642   0.01386   0.00696  -0.1249   0.4687   0.8069
   3.000   0.8774   0.01430   0.00735  -0.1252   0.4376   0.8149
   4.000   1.0006   0.01489   0.00793  -0.1282   0.4068   0.8239
   5.000   1.1102   0.01538   0.00848  -0.1278   0.3716   0.8309
   6.000   1.2236   0.01595   0.00916  -0.1286   0.3270   0.8403
   7.000   1.3293   0.01680   0.01011  -0.1278   0.2718   0.8492
   9.000   1.5007   0.02395   0.01641  -0.1210   0.0617   0.8689
  10.000   1.5561   0.02881   0.02150  -0.1124   0.0460   0.8795
  11.000   1.5881   0.03393   0.02701  -0.1006   0.0388   0.8906
  12.000   1.6109   0.04067   0.03428  -0.0902   0.0341   0.9020
  13.000   1.6111   0.05107   0.04511  -0.0819   0.0309   0.9133
  14.000   1.6107   0.06367   0.05840  -0.0801   0.0285   0.9262
  15.000   1.6023   0.07901   0.07419  -0.0827   0.0265   0.9403
