  
       XFOIL         Version 6.97
  
 Calculated polar for: 000164                                          
  
 1 1 Reynolds number fixed          Mach number fixed         
  
 xtrf =   1.000 (top)        1.000 (bottom)  
 Mach =   0.100     Re =     0.300 e 6     Ncrit =   9.000
  
   alpha    CL        CD       CDp       CM     Top_Xtr  Bot_Xtr
  ------ -------- --------- --------- -------- -------- --------
   2.000   1.1060   0.01534   0.00750  -0.1649   0.5261   0.1523
   3.000   1.2085   0.01559   0.00775  -0.1624   0.4980   0.1726
   4.000   1.3091   0.01604   0.00806  -0.1597   0.4703   0.1966
   5.000   1.4053   0.01676   0.00879  -0.1565   0.4428   0.2239
   6.000   1.4957   0.01762   0.00971  -0.1526   0.4153   0.2556
   7.000   1.5773   0.01887   0.01094  -0.1475   0.3889   0.2949
   8.000   1.6489   0.02040   0.01271  -0.1413   0.3628   0.3500
   9.000   1.7112   0.02202   0.01502  -0.1345   0.3377   1.0001
  10.000   1.7646   0.02524   0.01819  -0.1277   0.3137   1.0001
  11.000   1.8093   0.02942   0.02246  -0.1212   0.2903   1.0001
  12.000   1.8437   0.03486   0.02794  -0.1151   0.2683   1.0001
  13.000   1.8700   0.04152   0.03469  -0.1097   0.2477   1.0001
  14.000   1.8879   0.04971   0.04311  -0.1054   0.2284   1.0001
  15.000   1.8979   0.05939   0.05300  -0.1022   0.2104   1.0001
