  
       XFOIL         Version 6.97
  
 Calculated polar for: 000306                                          
  
 1 1 Reynolds number fixed          Mach number fixed         
  
 xtrf =   1.000 (top)        1.000 (bottom)  
 Mach =   0.100     Re =     0.300 e 6     Ncrit =   9.000
  
   alpha    CL        CD       CDp       CM     Top_Xtr  Bot_Xtr
  ------ -------- --------- --------- -------- -------- --------
   2.000   1.4809   0.01638   0.00976  -0.2945   0.6756   0.2124
   3.000   1.5910   0.01661   0.00995  -0.2934   0.6519   0.2337
   4.000   1.6914   0.01716   0.01052  -0.2906   0.6247   0.2574
   5.000   1.7793   0.01799   0.01136  -0.2854   0.5939   0.2832
   6.000   1.8463   0.01943   0.01283  -0.2767   0.5603   0.3097
   7.000   1.9047   0.02168   0.01512  -0.2674   0.5227   0.3382
   8.000   1.9496   0.02514   0.01860  -0.2568   0.4805   0.3705
   9.000   1.9826   0.03004   0.02350  -0.2458   0.4344   0.4064
  10.000   2.0046   0.03654   0.03003  -0.2349   0.3862   0.4509
  11.000   2.0183   0.04475   0.03827  -0.2249   0.3383   0.5174
  12.000   2.0257   0.05396   0.04777  -0.2156   0.2951   1.0001
  13.000   2.0313   0.06462   0.05836  -0.2077   0.2573   1.0001
  14.000   2.0330   0.07622   0.06993  -0.2010   0.2254   1.0001
  15.000   2.0350   0.08820   0.08196  -0.1957   0.1991   1.0001
