000146
1.000000  	0.000000  
0.999753  	-0.000067 
0.999013  	-0.000267 
0.997781  	-0.000599 
0.996057  	-0.001058 
0.993844  	-0.001642 
0.991144  	-0.002343 
0.987958  	-0.003156 
0.984292  	-0.004073 
0.980147  	-0.005084 
0.975528  	-0.006182 
0.970440  	-0.007356 
0.964888  	-0.008595 
0.958877  	-0.009889 
0.952414  	-0.011227 
0.945503  	-0.012597 
0.938153  	-0.013989 
0.930371  	-0.015393 
0.922164  	-0.016797 
0.913540  	-0.018193 
0.904508  	-0.019571 
0.895078  	-0.020924 
0.885257  	-0.022243 
0.875056  	-0.023524 
0.864484  	-0.024761 
0.853553  	-0.025950 
0.842274  	-0.027090 
0.830656  	-0.028179 
0.818712  	-0.029217 
0.806454  	-0.030207 
0.793893  	-0.031151 
0.781042  	-0.032053 
0.767913  	-0.032920 
0.754521  	-0.033757 
0.740877  	-0.034574 
0.726995  	-0.035378 
0.712890  	-0.036179 
0.698574  	-0.036988 
0.684062  	-0.037816 
0.669369  	-0.038673 
0.654508  	-0.039571 
0.639496  	-0.040522 
0.624345  	-0.041537 
0.609072  	-0.042627 
0.593691  	-0.043801 
0.578217  	-0.045069 
0.562667  	-0.046440 
0.547054  	-0.047921 
0.531395  	-0.049517 
0.515705  	-0.051234 
0.500000  	-0.053073 
0.484295  	-0.055036 
0.468605  	-0.057123 
0.452946  	-0.059329 
0.437333  	-0.061650 
0.421783  	-0.064080 
0.406309  	-0.066608 
0.390928  	-0.069224 
0.375655  	-0.071914 
0.360504  	-0.074663 
0.345492  	-0.077454 
0.330631  	-0.080267 
0.315938  	-0.083081 
0.301426  	-0.085875 
0.287110  	-0.088623 
0.273005  	-0.091302 
0.259123  	-0.093885 
0.245479  	-0.096346 
0.232087  	-0.098658 
0.218958  	-0.100793 
0.206107  	-0.102724 
0.193546  	-0.104425 
0.181288  	-0.105868 
0.169344  	-0.107029 
0.157726  	-0.107884 
0.146447  	-0.108410 
0.135516  	-0.108586 
0.124944  	-0.108393 
0.114743  	-0.107814 
0.104922  	-0.106835 
0.095492  	-0.105445 
0.086460  	-0.103634 
0.077836  	-0.101396 
0.069629  	-0.098730 
0.061847  	-0.095634 
0.054497  	-0.092113 
0.047586  	-0.088173 
0.041123  	-0.083825 
0.035112  	-0.079081 
0.029560  	-0.073958 
0.024472  	-0.068476 
0.019853  	-0.062657 
0.015708  	-0.056525 
0.012042  	-0.050110 
0.008856  	-0.043440 
0.006156  	-0.036548 
0.003943  	-0.029468 
0.002219  	-0.022236 
0.000987  	-0.014889 
0.000247  	-0.007464 
0.000000  	0.000000  
0.000247  	0.007399  
0.000987  	0.014776  
0.002219  	0.022108  
0.003943  	0.029374  
0.006156  	0.036552  
0.008856  	0.043622  
0.012042  	0.050561  
0.015708  	0.057351  
0.019853  	0.063973  
0.024472  	0.070407  
0.029560  	0.076636  
0.035112  	0.082645  
0.041123  	0.088417  
0.047586  	0.093939  
0.054497  	0.099197  
0.061847  	0.104178  
0.069629  	0.108874  
0.077836  	0.113273  
0.086460  	0.117369  
0.095492  	0.121154  
0.104922  	0.124622  
0.114743  	0.127770  
0.124944  	0.130595  
0.135516  	0.133094  
0.146447  	0.135268  
0.157726  	0.137117  
0.169344  	0.138643  
0.181288  	0.139849  
0.193546  	0.140739  
0.206107  	0.141319  
0.218958  	0.141595  
0.232087  	0.141573  
0.245479  	0.141262  
0.259123  	0.140670  
0.273005  	0.139807  
0.287110  	0.138682  
0.301426  	0.137308  
0.315938  	0.135694  
0.330631  	0.133853  
0.345492  	0.131796  
0.360504  	0.129538  
0.375655  	0.127090  
0.390928  	0.124465  
0.406309  	0.121678  
0.421783  	0.118741  
0.437333  	0.115669  
0.452946  	0.112475  
0.468605  	0.109172  
0.484295  	0.105776  
0.500000  	0.102298  
0.515705  	0.098753  
0.531395  	0.095153  
0.547054  	0.091512  
0.562667  	0.087843  
0.578217  	0.084158  
0.593691  	0.080470  
0.609072  	0.076789  
0.624345  	0.073127  
0.639496  	0.069495  
0.654508  	0.065903  
0.669369  	0.062361  
0.684062  	0.058879  
0.698574  	0.055464  
0.712890  	0.052126  
0.726995  	0.048870  
0.740877  	0.045705  
0.754521  	0.042636  
0.767913  	0.039668  
0.781042  	0.036807  
0.793893  	0.034055  
0.806454  	0.031417  
0.818712  	0.028895  
0.830656  	0.026491  
0.842274  	0.024206  
0.853553  	0.022042  
0.864484  	0.019996  
0.875056  	0.018070  
0.885257  	0.016262  
0.895078  	0.014570  
0.904508  	0.012993  
0.913540  	0.011526  
0.922164  	0.010168  
0.930371  	0.008916  
0.938153  	0.007764  
0.945503  	0.006711  
0.952414  	0.005751  
0.958877  	0.004880  
0.964888  	0.004095  
0.970440  	0.003390  
0.975528  	0.002763  
0.980147  	0.002209  
0.984292  	0.001725  
0.987958  	0.001306  
0.991144  	0.000951  
0.993844  	0.000655  
0.996057  	0.000416  
0.997781  	0.000233  
0.999013  	0.000103  
0.999753  	0.000026  
