  
       XFOIL         Version 6.97
  
 Calculated polar for: 000310                                          
  
 1 1 Reynolds number fixed          Mach number fixed         
  
 xtrf =   1.000 (top)        1.000 (bottom)  
 Mach =   0.040     Re =     0.300 e 6     Ncrit =   9.000
  
   alpha    CL        CD       CDp       CM     Top_Xtr  Bot_Xtr
  ------ -------- --------- --------- -------- -------- --------
   2.000   1.2436   0.01937   0.01162  -0.2551   0.4559   0.2183
   3.000   1.3680   0.01985   0.01206  -0.2562   0.4388   0.2325
   4.000   1.4895   0.02056   0.01267  -0.2566   0.4227   0.2484
   5.000   1.6066   0.02130   0.01337  -0.2562   0.4070   0.2662
   6.000   1.7178   0.02228   0.01444  -0.2546   0.3919   0.2859
   7.000   1.8234   0.02360   0.01579  -0.2521   0.3773   0.3074
   8.000   1.9239   0.02515   0.01730  -0.2488   0.3624   0.3307
   9.000   2.0028   0.02684   0.01923  -0.2417   0.3484   0.3554
  10.000   2.0688   0.02923   0.02183  -0.2331   0.3342   0.3822
  11.000   2.1307   0.03226   0.02506  -0.2248   0.3198   0.4119
  12.000   2.1812   0.03624   0.02921  -0.2159   0.3050   0.4439
  13.000   2.2187   0.04162   0.03475  -0.2071   0.2895   0.4795
  14.000   2.2372   0.04940   0.04289  -0.1989   0.2741   0.5182
  15.000   2.2427   0.05989   0.05373  -0.1927   0.2581   0.5651
