  
       XFOIL         Version 6.97
  
 Calculated polar for: 000386                                          
  
 1 1 Reynolds number fixed          Mach number fixed         
  
 xtrf =   1.000 (top)        1.000 (bottom)  
 Mach =   0.100     Re =     0.300 e 6     Ncrit =   9.000
  
   alpha    CL        CD       CDp       CM     Top_Xtr  Bot_Xtr
  ------ -------- --------- --------- -------- -------- --------
   2.000   0.9131   0.01706   0.00947  -0.1161   0.5392   0.2091
   3.000   1.0250   0.01715   0.00945  -0.1152   0.5241   0.2294
   4.000   1.1321   0.01727   0.00963  -0.1139   0.5077   0.2525
   5.000   1.2339   0.01770   0.01016  -0.1122   0.4902   0.2768
   6.000   1.3305   0.01834   0.01088  -0.1098   0.4719   0.3038
   7.000   1.4183   0.01923   0.01183  -0.1065   0.4525   0.3339
   8.000   1.4902   0.02057   0.01326  -0.1016   0.4322   0.3664
   9.000   1.5485   0.02302   0.01588  -0.0967   0.4102   0.4050
  10.000   1.5938   0.02679   0.01990  -0.0920   0.3864   0.4588
  11.000   1.6765   0.03093   0.02468  -0.0956   0.3604   1.0001
  12.000   1.6915   0.03733   0.03114  -0.0894   0.3354   1.0001
  13.000   1.7084   0.04443   0.03820  -0.0845   0.3104   1.0001
  14.000   1.7186   0.05294   0.04677  -0.0807   0.2860   1.0001
  15.000   1.7253   0.06245   0.05630  -0.0778   0.2624   1.0001
