  
       XFOIL         Version 6.97
  
 Calculated polar for: 000288                                          
  
 1 1 Reynolds number fixed          Mach number fixed         
  
 xtrf =   1.000 (top)        1.000 (bottom)  
 Mach =   0.040     Re =     0.300 e 6     Ncrit =   9.000
  
   alpha    CL        CD       CDp       CM     Top_Xtr  Bot_Xtr
  ------ -------- --------- --------- -------- -------- --------
   2.000   1.4129   0.01580   0.00956  -0.3046   0.6918   0.2910
   3.000   1.5280   0.01620   0.00995  -0.3044   0.6659   0.3089
   4.000   1.6360   0.01676   0.01055  -0.3029   0.6367   0.3275
   5.000   1.7400   0.01753   0.01124  -0.3005   0.6046   0.3471
   6.000   1.8272   0.01872   0.01239  -0.2949   0.5665   0.3664
   7.000   1.8858   0.02061   0.01436  -0.2842   0.5265   0.3841
   8.000   1.9399   0.02342   0.01720  -0.2738   0.4834   0.4022
   9.000   1.9813   0.02748   0.02131  -0.2625   0.4350   0.4207
  10.000   2.0076   0.03336   0.02712  -0.2506   0.3812   0.4389
  11.000   2.0187   0.04146   0.03512  -0.2386   0.3217   0.4570
  12.000   2.0178   0.05206   0.04558  -0.2277   0.2609   0.4751
  13.000   2.0083   0.06487   0.05830  -0.2186   0.2075   0.4924
  14.000   1.9972   0.07892   0.07235  -0.2116   0.1667   0.5111
  15.000   1.9892   0.09324   0.08675  -0.2066   0.1378   0.5309
