  
       XFOIL         Version 6.97
  
 Calculated polar for: 000382                                          
  
 1 1 Reynolds number fixed          Mach number fixed         
  
 xtrf =   1.000 (top)        1.000 (bottom)  
 Mach =   0.100     Re =     0.300 e 6     Ncrit =   9.000
  
   alpha    CL        CD       CDp       CM     Top_Xtr  Bot_Xtr
  ------ -------- --------- --------- -------- -------- --------
   2.000   0.4170   0.01863   0.00957  -0.0367   0.4159   0.1592
   3.000   0.5238   0.01820   0.00921  -0.0343   0.4032   0.1705
   4.000   0.6267   0.01816   0.00934  -0.0312   0.3908   0.1840
   5.000   0.7305   0.01835   0.00953  -0.0285   0.3787   0.2008
   6.000   0.8262   0.01838   0.00988  -0.0242   0.3672   0.2220
   7.000   0.9254   0.01877   0.01044  -0.0209   0.3561   0.2532
   8.000   1.0126   0.01786   0.01081  -0.0159   0.3447   0.7241
   9.000   1.0844   0.01917   0.01273  -0.0054   0.3334   0.9007
  10.000   1.1612   0.02012   0.01368   0.0034   0.3221   0.9358
  11.000   1.2358   0.02055   0.01429   0.0114   0.3083   0.9648
  12.000   1.3451   0.02142   0.01519   0.0111   0.2887   0.9872
  13.000   1.4219   0.02281   0.01681   0.0145   0.2714   1.0001
  14.000   1.4451   0.02526   0.01947   0.0244   0.2546   1.0001
  15.000   1.4707   0.03156   0.02602   0.0260   0.2335   1.0001
