  
       XFOIL         Version 6.97
  
 Calculated polar for: 000014                                          
  
 1 1 Reynolds number fixed          Mach number fixed         
  
 xtrf =   1.000 (top)        1.000 (bottom)  
 Mach =   0.100     Re =     0.300 e 6     Ncrit =   9.000
  
   alpha    CL        CD       CDp       CM     Top_Xtr  Bot_Xtr
  ------ -------- --------- --------- -------- -------- --------
   2.000   1.0018   0.02935   0.02454  -0.2369   0.7198   0.1709
   3.000   1.2191   0.02085   0.01519  -0.2692   0.7099   0.1972
   4.000   1.3493   0.02001   0.01425  -0.2714   0.6976   0.2102
   5.000   1.4659   0.01887   0.01301  -0.2698   0.6734   0.2237
   6.000   1.5542   0.01875   0.01308  -0.2632   0.6459   0.2367
   7.000   1.6222   0.01906   0.01348  -0.2532   0.6106   0.2496
   8.000   1.6567   0.02152   0.01588  -0.2390   0.5493   0.2624
   9.000   1.5955   0.03161   0.02505  -0.2153   0.3709   0.2690
  10.000   1.4899   0.05033   0.04242  -0.1948   0.1484   0.2729
  11.000   1.4917   0.06169   0.05342  -0.1861   0.0906   0.2845
  12.000   1.5156   0.07124   0.06297  -0.1795   0.0722   0.2989
  13.000   1.5456   0.08036   0.07222  -0.1740   0.0614   0.3152
  14.000   1.5763   0.08941   0.08135  -0.1690   0.0542   0.3329
  15.000   1.6126   0.09761   0.08966  -0.1646   0.0486   0.3537
