  
       XFOIL         Version 6.97
  
 Calculated polar for: 000098                                          
  
 1 1 Reynolds number fixed          Mach number fixed         
  
 xtrf =   1.000 (top)        1.000 (bottom)  
 Mach =   0.040     Re =     0.300 e 6     Ncrit =   9.000
  
   alpha    CL        CD       CDp       CM     Top_Xtr  Bot_Xtr
  ------ -------- --------- --------- -------- -------- --------
   2.000   0.9417   0.01424   0.00559  -0.1320   0.4161   0.1970
   3.000   1.0505   0.01450   0.00596  -0.1307   0.3927   0.2436
   4.000   1.1586   0.01486   0.00653  -0.1295   0.3699   0.3273
   5.000   1.2591   0.01461   0.00721  -0.1267   0.3486   1.0001
   6.000   1.3626   0.01577   0.00817  -0.1249   0.3272   1.0001
   7.000   1.4637   0.01686   0.00930  -0.1228   0.3061   1.0001
   8.000   1.5609   0.01810   0.01062  -0.1202   0.2846   1.0001
   9.000   1.6527   0.01960   0.01216  -0.1170   0.2634   1.0001
  10.000   1.7377   0.02140   0.01410  -0.1131   0.2422   1.0001
  11.000   1.8116   0.02344   0.01637  -0.1076   0.2209   1.0001
  12.000   1.8633   0.02633   0.01940  -0.0993   0.2011   1.0001
  13.000   1.9010   0.03035   0.02374  -0.0909   0.1815   1.0001
  14.000   1.9160   0.03702   0.03067  -0.0839   0.1604   1.0001
  15.000   1.9103   0.04820   0.04222  -0.0813   0.1428   1.0001
