000350
    1.000000       0.000000    
   0.9896173     -0.3143536E-02
   0.9763799     -0.7239639E-02
   0.9617859     -0.1184006E-01
   0.9459507     -0.1688778E-01
   0.9291291     -0.2226871E-01
   0.9116740     -0.2781935E-01
   0.8939086     -0.3338357E-01
   0.8760556     -0.3883944E-01
   0.8582498     -0.4410167E-01
   0.8405604     -0.4911298E-01
   0.8230116     -0.5383589E-01
   0.8056064     -0.5824817E-01
   0.7883356     -0.6233120E-01
   0.7711780     -0.6607670E-01
   0.7541162     -0.6947679E-01
   0.7371263     -0.7252713E-01
   0.7201883     -0.7522581E-01
   0.7032809     -0.7757021E-01
   0.6863826     -0.7955955E-01
   0.6694712     -0.8119519E-01
   0.6525292     -0.8247971E-01
   0.6355364     -0.8341306E-01
   0.6184714     -0.8399983E-01
   0.6013156     -0.8424404E-01
   0.5840486     -0.8415081E-01
   0.5666515     -0.8372724E-01
   0.5491041     -0.8297858E-01
   0.5313846     -0.8191629E-01
   0.5134743     -0.8054829E-01
   0.4953487     -0.7888804E-01
   0.4769903     -0.7695118E-01
   0.4583801     -0.7475220E-01
   0.4394966     -0.7231241E-01
   0.4203306     -0.6965618E-01
   0.4008792     -0.6681195E-01
   0.3811521     -0.6381401E-01
   0.3611939     -0.6070627E-01
   0.3410898     -0.5754246E-01
   0.3209977     -0.5438831E-01
   0.3010442     -0.5130262E-01
   0.2812949     -0.4833039E-01
   0.2617787     -0.4550445E-01
   0.2425149     -0.4285007E-01
   0.2235284     -0.4038438E-01
   0.2048654     -0.3811927E-01
   0.1866193     -0.3606120E-01
   0.1689356     -0.3421079E-01
   0.1520249     -0.3256202E-01
   0.1361384     -0.3109804E-01
   0.1215176     -0.2979903E-01
   0.1083233     -0.2863585E-01
   0.9658623E-01 -0.2757874E-01
   0.8621036E-01 -0.2659970E-01
   0.7703916E-01 -0.2567246E-01
   0.6890369E-01 -0.2477902E-01
   0.6164784E-01 -0.2390482E-01
   0.5513669E-01 -0.2303811E-01
   0.4925793E-01 -0.2217111E-01
   0.4391870E-01 -0.2129636E-01
   0.3904259E-01 -0.2040909E-01
   0.3456799E-01 -0.1950352E-01
   0.3044405E-01 -0.1857311E-01
   0.2662898E-01 -0.1761435E-01
   0.2308965E-01 -0.1662025E-01
   0.1979882E-01 -0.1558394E-01
   0.1673491E-01 -0.1449914E-01
   0.1388254E-01 -0.1335519E-01
   0.1123169E-01 -0.1214077E-01
   0.8779084E-02 -0.1084101E-01
   0.6530386E-02 -0.9436117E-02
   0.4503627E-02 -0.7904196E-02
   0.2743847E-02 -0.6208639E-02
   0.1307190E-02 -0.4336197E-02
   0.3735351E-03 -0.2242328E-02
  -0.1331564E-06 -0.4625317E-04
   0.5025983E-04  0.2223207E-02
   0.1746129E-03  0.4583120E-02
   0.3979185E-03  0.7018264E-02
   0.7376056E-03  0.9534561E-02
   0.1198314E-02  0.1213958E-01
   0.1787515E-02  0.1483284E-01
   0.2518486E-02  0.1761291E-01
   0.3404733E-02  0.2048142E-01
   0.4458109E-02  0.2344126E-01
   0.5691382E-02  0.2649380E-01
   0.7119293E-02  0.2964079E-01
   0.8757788E-02  0.3288463E-01
   0.1062394E-01  0.3622834E-01
   0.1273558E-01  0.3967561E-01
   0.1511251E-01  0.4323033E-01
   0.1777791E-01  0.4689636E-01
   0.2075715E-01  0.5067744E-01
   0.2407775E-01  0.5457775E-01
   0.2776912E-01  0.5860106E-01
   0.3186469E-01  0.6274828E-01
   0.3639997E-01  0.6701893E-01
   0.4141079E-01  0.7140984E-01
   0.4693373E-01  0.7591225E-01
   0.5300488E-01  0.8051091E-01
   0.5965444E-01  0.8518622E-01
   0.6690723E-01  0.8990747E-01
   0.7477912E-01  0.9463856E-01
   0.8327398E-01  0.9933349E-01
   0.9238515E-01  0.1039422    
   0.1020929      0.1084103    
   0.1123689      0.1126837    
   0.1231769      0.1167093    
   0.1344795      0.1204393    
   0.1462374      0.1238338    
   0.1584135      0.1268579    
   0.1709760      0.1294838    
   0.1838979      0.1316907    
   0.1971573      0.1334626    
   0.2107398      0.1347887    
   0.2246323      0.1356623    
   0.2388306      0.1360794    
   0.2533284      0.1360389    
   0.2681297      0.1355413    
   0.2832350      0.1345910    
   0.2986502      0.1331931    
   0.3143808      0.1313553    
   0.3304345      0.1290861    
   0.3468213      0.1263978    
   0.3635499      0.1233056    
   0.3806285      0.1198266    
   0.3980659      0.1159803    
   0.4158709      0.1117916    
   0.4340440      0.1072889    
   0.4525847      0.1025058    
   0.4714784      0.9748238E-01
   0.4906872      0.9227019E-01
   0.5101457      0.8692843E-01
   0.5297219      0.8154073E-01
   0.5492512      0.7619418E-01
   0.5686434      0.7095344E-01
   0.5878645      0.6586348E-01
   0.6069149      0.6095164E-01
   0.6258059      0.5623873E-01
   0.6445625      0.5173782E-01
   0.6632109      0.4745836E-01
   0.6817836      0.4340619E-01
   0.7003126      0.3958164E-01
   0.7188277      0.3598611E-01
   0.7373652      0.3261490E-01
   0.7559548      0.2946399E-01
   0.7746282      0.2652323E-01
   0.7934152      0.2378296E-01
   0.8123382      0.2122855E-01
   0.8314082      0.1884216E-01
   0.8506145      0.1660222E-01
   0.8699032      0.1448522E-01
   0.8891527      0.1246584E-01
   0.9081417      0.1052052E-01
   0.9265449      0.8634082E-02
   0.9440372      0.6792763E-02
   0.9603717      0.4988495E-02
   0.9753933      0.3220434E-02
   0.9890321      0.1493005E-02
   0.9997530      0.3500000E-04
