  
       XFOIL         Version 6.97
  
 Calculated polar for: 000078                                          
  
 1 1 Reynolds number fixed          Mach number fixed         
  
 xtrf =   1.000 (top)        1.000 (bottom)  
 Mach =   0.040     Re =     0.300 e 6     Ncrit =   9.000
  
   alpha    CL        CD       CDp       CM     Top_Xtr  Bot_Xtr
  ------ -------- --------- --------- -------- -------- --------
   2.000   1.5306   0.01819   0.01026  -0.2502   0.4715   0.2712
   3.000   1.6337   0.01926   0.01127  -0.2490   0.4510   0.3050
   4.000   1.7309   0.02054   0.01251  -0.2470   0.4312   0.3404
   5.000   1.8188   0.02212   0.01408  -0.2438   0.4121   0.3785
   6.000   1.8890   0.02417   0.01623  -0.2381   0.3942   0.4191
   7.000   1.9535   0.02691   0.01913  -0.2326   0.3768   0.4659
   8.000   2.0116   0.03046   0.02291  -0.2273   0.3601   0.5290
   9.000   2.0590   0.03451   0.02752  -0.2214   0.3443   1.0001
  10.000   2.0999   0.04017   0.03324  -0.2161   0.3288   1.0001
  11.000   2.1243   0.04756   0.04074  -0.2105   0.3115   1.0001
  12.000   2.1336   0.05738   0.05065  -0.2059   0.2917   1.0001
  13.000   2.1394   0.06851   0.06193  -0.2023   0.2740   1.0001
  14.000   2.1401   0.08088   0.07450  -0.1999   0.2578   1.0001
  15.000   2.1311   0.09490   0.08868  -0.1985   0.2405   1.0001
