  
       XFOIL         Version 6.97
  
 Calculated polar for: 000332                                          
  
 1 1 Reynolds number fixed          Mach number fixed         
  
 xtrf =   1.000 (top)        1.000 (bottom)  
 Mach =   0.040     Re =     0.300 e 6     Ncrit =   9.000
  
   alpha    CL        CD       CDp       CM     Top_Xtr  Bot_Xtr
  ------ -------- --------- --------- -------- -------- --------
   2.000   1.3889   0.01707   0.00897  -0.2334   0.4792   0.2924
   3.000   1.5002   0.01783   0.00978  -0.2335   0.4618   0.3442
   4.000   1.6085   0.01876   0.01078  -0.2332   0.4447   0.4124
   5.000   1.7127   0.01972   0.01200  -0.2324   0.4282   0.5251
   6.000   1.8028   0.02048   0.01338  -0.2290   0.4124   1.0001
   7.000   1.8903   0.02222   0.01509  -0.2257   0.3967   1.0001
   8.000   1.9620   0.02436   0.01724  -0.2201   0.3817   1.0001
   9.000   2.0258   0.02706   0.01999  -0.2140   0.3670   1.0001
  10.000   2.0827   0.03042   0.02341  -0.2078   0.3524   1.0001
  11.000   2.1329   0.03455   0.02760  -0.2019   0.3374   1.0001
  12.000   2.1612   0.04055   0.03388  -0.1951   0.3230   1.0001
  13.000   2.1807   0.04813   0.04174  -0.1893   0.3081   1.0001
  14.000   2.1924   0.05730   0.05119  -0.1846   0.2931   1.0001
  15.000   2.1941   0.06840   0.06257  -0.1810   0.2778   1.0001
