  
       XFOIL         Version 6.97
  
 Calculated polar for: 000344                                          
  
 1 1 Reynolds number fixed          Mach number fixed         
  
 xtrf =   1.000 (top)        1.000 (bottom)  
 Mach =   0.100     Re =     0.300 e 6     Ncrit =   9.000
  
   alpha    CL        CD       CDp       CM     Top_Xtr  Bot_Xtr
  ------ -------- --------- --------- -------- -------- --------
   2.000   1.3205   0.01717   0.00962  -0.2300   0.5240   0.1682
   3.000   1.4091   0.01789   0.01015  -0.2251   0.4892   0.1848
   4.000   1.4924   0.01901   0.01112  -0.2195   0.4569   0.2029
   5.000   1.5716   0.02050   0.01251  -0.2137   0.4261   0.2241
   6.000   1.6453   0.02246   0.01446  -0.2076   0.3978   0.2478
   7.000   1.7124   0.02491   0.01695  -0.2010   0.3713   0.2752
   8.000   1.7738   0.02798   0.02003  -0.1944   0.3469   0.3077
   9.000   1.8302   0.03169   0.02381  -0.1878   0.3244   0.3499
  10.000   1.8813   0.03610   0.02847  -0.1817   0.3038   0.4188
  11.000   1.9217   0.04084   0.03381  -0.1749   0.2850   1.0001
  12.000   1.9580   0.04717   0.04017  -0.1689   0.2673   1.0001
  13.000   1.9874   0.05453   0.04761  -0.1635   0.2511   1.0001
  14.000   2.0112   0.06283   0.05603  -0.1588   0.2361   1.0001
  15.000   2.0297   0.07197   0.06530  -0.1548   0.2222   1.0001
