  
       XFOIL         Version 6.97
  
 Calculated polar for: 000009                                          
  
 1 1 Reynolds number fixed          Mach number fixed         
  
 xtrf =   1.000 (top)        1.000 (bottom)  
 Mach =   0.100     Re =     0.300 e 6     Ncrit =   9.000
  
   alpha    CL        CD       CDp       CM     Top_Xtr  Bot_Xtr
  ------ -------- --------- --------- -------- -------- --------
   2.000   0.7307   0.01251   0.00580  -0.0702   0.5621   1.0001
   2.500   0.7825   0.01269   0.00602  -0.0703   0.5549   1.0001
   3.000   0.8345   0.01282   0.00606  -0.0702   0.5492   1.0001
   3.500   0.8861   0.01312   0.00640  -0.0703   0.5429   1.0001
   4.000   0.9375   0.01333   0.00663  -0.0702   0.5364   1.0001
   4.500   0.9894   0.01359   0.00686  -0.0702   0.5308   1.0001
   5.000   1.0383   0.01394   0.00741  -0.0699   0.5239   1.0001
   5.500   1.0888   0.01421   0.00770  -0.0696   0.5183   1.0001
   6.000   1.1373   0.01468   0.00832  -0.0691   0.5124   1.0001
   6.500   1.1847   0.01509   0.00892  -0.0684   0.5056   1.0001
   7.000   1.2343   0.01541   0.00927  -0.0679   0.4993   1.0001
   7.500   1.2782   0.01549   0.00957  -0.0664   0.4876   1.0001
   8.000   1.3205   0.01560   0.00987  -0.0645   0.4744   1.0001
   8.500   1.3604   0.01579   0.01027  -0.0622   0.4605   1.0001
   9.000   1.3917   0.01585   0.01042  -0.0583   0.4353   1.0001
  10.000   1.3818   0.01818   0.01267  -0.0398   0.3518   1.0001
  10.500   1.3302   0.02258   0.01671  -0.0278   0.2861   1.0001
  11.000   1.2825   0.02932   0.02311  -0.0207   0.2147   1.0001
  11.500   1.2404   0.03685   0.03038  -0.0159   0.1537   1.0001
  12.000   1.1963   0.04553   0.03875  -0.0124   0.0943   1.0001
  12.500   1.1800   0.05226   0.04545  -0.0107   0.0676   1.0001
  13.000   1.1700   0.05867   0.05182  -0.0097   0.0465   1.0001
  13.500   1.1653   0.06471   0.05785  -0.0090   0.0287   1.0001
  14.000   1.1531   0.07185   0.06491  -0.0084   0.0098   1.0001
  14.500   1.1475   0.07845   0.07165  -0.0081   0.0068   1.0001
  15.000   1.1427   0.08509   0.07851  -0.0080   0.0059   1.0001
