  
       XFOIL         Version 6.97
  
 Calculated polar for: 000028                                          
  
 1 1 Reynolds number fixed          Mach number fixed         
  
 xtrf =   1.000 (top)        1.000 (bottom)  
 Mach =   0.100     Re =     0.300 e 6     Ncrit =   9.000
  
   alpha    CL        CD       CDp       CM     Top_Xtr  Bot_Xtr
  ------ -------- --------- --------- -------- -------- --------
   2.000   0.9887   0.01677   0.00856  -0.0990   0.4191   0.1052
   2.500   1.0416   0.01670   0.00843  -0.0980   0.4090   0.1163
   3.000   1.0937   0.01685   0.00856  -0.0970   0.3990   0.1278
   3.500   1.1454   0.01710   0.00868  -0.0960   0.3898   0.1406
   4.000   1.1959   0.01725   0.00886  -0.0948   0.3803   0.1543
   4.500   1.2457   0.01757   0.00910  -0.0935   0.3713   0.1689
   5.500   1.3415   0.01823   0.00982  -0.0907   0.3531   0.1978
   6.000   1.3887   0.01875   0.01024  -0.0893   0.3449   0.2153
   6.500   1.4329   0.01917   0.01079  -0.0874   0.3364   0.2336
   7.000   1.4770   0.01976   0.01139  -0.0857   0.3284   0.2542
   7.500   1.5180   0.02031   0.01205  -0.0836   0.3202   0.2771
   8.000   1.5579   0.02102   0.01280  -0.0814   0.3124   0.3057
   8.500   1.5944   0.02172   0.01359  -0.0789   0.3049   0.3473
   9.000   1.6805   0.02244   0.01512  -0.0870   0.2951   1.0001
   9.500   1.7025   0.02346   0.01606  -0.0821   0.2885   1.0001
  10.000   1.7211   0.02478   0.01747  -0.0773   0.2818   1.0001
  10.500   1.7421   0.02624   0.01894  -0.0735   0.2752   1.0001
  11.000   1.7616   0.02808   0.02086  -0.0701   0.2688   1.0001
  11.500   1.7791   0.03015   0.02299  -0.0671   0.2622   1.0001
  12.000   1.7970   0.03249   0.02541  -0.0646   0.2560   1.0001
  12.500   1.8093   0.03534   0.02838  -0.0623   0.2496   1.0001
  13.000   1.8265   0.03799   0.03107  -0.0602   0.2437   1.0001
  13.500   1.8298   0.04193   0.03521  -0.0585   0.2373   1.0001
  14.000   1.8498   0.04445   0.03767  -0.0568   0.2316   1.0001
  14.500   1.8418   0.04985   0.04338  -0.0556   0.2258   1.0001
  15.000   1.8524   0.05341   0.04689  -0.0546   0.2186   1.0001
