  
       XFOIL         Version 6.97
  
 Calculated polar for: 000016                                          
  
 1 1 Reynolds number fixed          Mach number fixed         
  
 xtrf =   1.000 (top)        1.000 (bottom)  
 Mach =   0.100     Re =     0.300 e 6     Ncrit =   9.000
  
   alpha    CL        CD       CDp       CM     Top_Xtr  Bot_Xtr
  ------ -------- --------- --------- -------- -------- --------
   2.000   0.8908   0.01778   0.01067  -0.1460   0.6077   0.1304
   2.500   0.9442   0.01658   0.00913  -0.1451   0.5972   0.1372
   3.000   0.9969   0.01660   0.00919  -0.1441   0.5867   0.1428
   3.500   1.0519   0.01629   0.00873  -0.1434   0.5771   0.1495
   4.000   1.1035   0.01619   0.00859  -0.1421   0.5662   0.1566
   4.500   1.1547   0.01623   0.00871  -0.1408   0.5554   0.1636
   5.000   1.2077   0.01620   0.00860  -0.1397   0.5452   0.1715
   5.500   1.2576   0.01634   0.00875  -0.1382   0.5339   0.1808
   6.000   1.3057   0.01646   0.00900  -0.1364   0.5221   0.1893
   6.500   1.3537   0.01665   0.00923  -0.1345   0.5103   0.1993
   7.000   1.4004   0.01685   0.00944  -0.1325   0.4974   0.2100
   7.500   1.4437   0.01710   0.00974  -0.1299   0.4832   0.2218
   8.000   1.4813   0.01742   0.01012  -0.1263   0.4671   0.2342
   8.500   1.5144   0.01783   0.01061  -0.1220   0.4514   0.2479
   9.000   1.5459   0.01842   0.01130  -0.1177   0.4357   0.2628
   9.500   1.5749   0.01924   0.01222  -0.1134   0.4189   0.2812
  10.000   1.6006   0.02028   0.01337  -0.1090   0.4006   0.3034
  10.500   1.6237   0.02161   0.01480  -0.1046   0.3819   0.3347
  11.000   1.6400   0.02251   0.01655  -0.0994   0.3625   1.0001
  11.500   1.6559   0.02474   0.01874  -0.0950   0.3413   1.0001
  12.000   1.6642   0.02767   0.02161  -0.0904   0.3172   1.0001
  12.500   1.6682   0.03120   0.02510  -0.0860   0.2906   1.0001
  13.000   1.6663   0.03549   0.02932  -0.0819   0.2635   1.0001
  13.500   1.6580   0.04073   0.03447  -0.0781   0.2352   1.0001
  14.000   1.6477   0.04657   0.04024  -0.0748   0.2083   1.0001
  14.500   1.6333   0.05317   0.04675  -0.0721   0.1832   1.0001
  15.000   1.6205   0.05994   0.05349  -0.0699   0.1615   1.0001
