  
       XFOIL         Version 6.97
  
 Calculated polar for: 000019                                          
  
 1 1 Reynolds number fixed          Mach number fixed         
  
 xtrf =   1.000 (top)        1.000 (bottom)  
 Mach =   0.100     Re =     0.300 e 6     Ncrit =   9.000
  
   alpha    CL        CD       CDp       CM     Top_Xtr  Bot_Xtr
  ------ -------- --------- --------- -------- -------- --------
   2.000   0.8953   0.02147   0.01510  -0.1029   0.5834   0.9068
   2.500   0.9666   0.02183   0.01539  -0.1060   0.5697   0.9182
   3.000   1.0468   0.02221   0.01569  -0.1109   0.5553   0.9360
   3.500   1.1765   0.02186   0.01527  -0.1258   0.5388   0.9751
   4.000   1.2297   0.02172   0.01507  -0.1262   0.5244   0.9845
   4.500   1.2675   0.02180   0.01510  -0.1235   0.5110   0.9882
   5.000   1.2986   0.02197   0.01522  -0.1195   0.4971   0.9914
   5.500   1.3207   0.02218   0.01538  -0.1138   0.4834   0.9943
   6.000   1.3347   0.02243   0.01564  -0.1066   0.4699   0.9978
   6.500   1.3490   0.02286   0.01609  -0.0999   0.4557   1.0001
   7.000   1.3500   0.02382   0.01707  -0.0908   0.4424   1.0001
   7.500   1.3536   0.02488   0.01813  -0.0826   0.4295   1.0001
   8.000   1.3581   0.02603   0.01927  -0.0747   0.4169   1.0001
   8.500   1.3635   0.02727   0.02047  -0.0674   0.4043   1.0001
   9.000   1.3668   0.02868   0.02184  -0.0599   0.3911   1.0001
   9.500   1.3678   0.03030   0.02351  -0.0525   0.3782   1.0001
  10.000   1.3701   0.03202   0.02526  -0.0457   0.3656   1.0001
  10.500   1.3728   0.03386   0.02711  -0.0392   0.3533   1.0001
  11.000   1.3757   0.03583   0.02906  -0.0330   0.3411   1.0001
  11.500   1.3802   0.03783   0.03102  -0.0273   0.3296   1.0001
  12.000   1.3814   0.04018   0.03340  -0.0217   0.3178   1.0001
  12.500   1.3820   0.04273   0.03600  -0.0163   0.3061   1.0001
  13.000   1.3846   0.04529   0.03859  -0.0114   0.2953   1.0001
  13.500   1.3884   0.04785   0.04112  -0.0068   0.2849   1.0001
  14.000   1.3894   0.05075   0.04402  -0.0024   0.2743   1.0001
  14.500   1.3891   0.05395   0.04731   0.0017   0.2643   1.0001
  15.000   1.3903   0.05711   0.05048   0.0056   0.2546   1.0001
