000003
 1.000000    -0.000000
 0.975000    0.001922
 0.950000    0.003692
 0.925000    0.005321
 0.900001    0.006816
 0.875003    0.008185
 0.850006    0.009436
 0.825013    0.010574
 0.800026    0.011606
 0.775047    0.012538
 0.750080    0.013376
 0.725129    0.014124
 0.700199    0.014787
 0.675297    0.015369
 0.650430    0.015874
 0.625608    0.016306
 0.600839    0.016669
 0.576136    0.016963
 0.551512    0.017194
 0.526981    0.017363
 0.502560    0.017472
 0.478267    0.017524
 0.454123    0.017519
 0.430149    0.017461
 0.406370    0.017350
 0.382813    0.017188
 0.359505    0.016975
 0.336479    0.016714
 0.313768    0.016405
 0.291409    0.016049
 0.269440    0.015648
 0.247903    0.015202
 0.226844    0.014712
 0.206308    0.014179
 0.186348    0.013604
 0.167017    0.012988
 0.148373    0.012333
 0.130475    0.011640
 0.113388    0.010910
 0.097179    0.010144
 0.081920    0.009344
 0.067685    0.008512
 0.054553    0.007651
 0.042607    0.006761
 0.031933    0.005847
 0.022623    0.004910
 0.014770    0.003953
 0.008476    0.002980
 0.003843    0.001994
 0.000980    0.000999
 0.000000    0.000000
 0.000980    -0.004612
 0.003843    -0.008493
 0.008476    -0.011711
 0.014770    -0.014328
 0.022623    -0.016403
 0.031933    -0.017991
 0.042607    -0.019145
 0.054553    -0.019915
 0.067685    -0.020345
 0.081920    -0.020480
 0.097179    -0.020358
 0.113388    -0.020017
 0.130475    -0.019491
 0.148373    -0.018812
 0.167017    -0.018007
 0.186348    -0.017105
 0.206308    -0.016129
 0.226844    -0.015099
 0.247903    -0.014038
 0.269440    -0.012960
 0.291409    -0.011882
 0.313768    -0.010818
 0.336479    -0.009779
 0.359505    -0.008774
 0.382813    -0.007812
 0.406370    -0.006901
 0.430149    -0.006045
 0.454123    -0.005247
 0.478267    -0.004512
 0.502560    -0.003840
 0.526981    -0.003232
 0.551512    -0.002687
 0.576136    -0.002205
 0.600839    -0.001783
 0.625608    -0.001417
 0.650430    -0.001106
 0.675297    -0.000845
 0.700199    -0.000630
 0.725129    -0.000457
 0.750080    -0.000320
 0.775047    -0.000215
 0.800026    -0.000138
 0.825013    -0.000083
 0.850006    -0.000046
 0.875003    -0.000022
 0.900001    -0.000009
 0.925000    -0.000003
 0.950000    -0.000001
 0.975000    -0.000000
 1.000000    -0.000000
